support,itemsets
0.13854307831732643,frozenset({'Accessories'})
0.13863987721971105,frozenset({'Accessory'})
0.031939078418333995,frozenset({'Alcohol'})
0.03360394939521729,frozenset({'Animal'})
0.5050016273438662,frozenset({'Apparel'})
0.03883424660993409,frozenset({'Architecture'})
0.0426784957731146,frozenset({'Art'})
0.05981084933320988,frozenset({'Audience'})
0.04849695153601621,frozenset({'Automobile'})
0.1109234755575757,frozenset({'Bar Counter'})
0.04604857060287479,frozenset({'Beverage'})
0.03010796584822493,frozenset({'Blazer'})
0.02720645382131203,frozenset({'Blonde'})
0.024628656964330305,frozenset({'Blossom'})
0.10436079055242713,frozenset({'Building'})
0.04849098928478237,frozenset({'Car'})
0.054173716151949027,frozenset({'Chair'})
0.04639929126368863,frozenset({'Child'})
0.029141379707021988,frozenset({'City'})
0.5050331922033394,frozenset({'Clothing'})
0.021447971291409587,frozenset({'Club'})
0.23689251674340434,frozenset({'Coat'})
0.029425814162942012,frozenset({'Couch'})
0.06633530578632975,frozenset({'Court'})
0.1597469480288096,frozenset({'Crowd'})
0.028343840924331315,frozenset({'Crypt'})
0.04220888080828487,frozenset({'Cushion'})
0.06829653572160074,frozenset({'Dating'})
0.02647274619888948,frozenset({'Dining Table'})
0.04221764882480521,frozenset({'Display'})
0.05244957338338819,frozenset({'Door'})
0.04607487465243582,frozenset({'Drink'})
0.03221264053376879,frozenset({'Dungeon'})
0.08625518715857344,frozenset({'Electronics'})
0.03852350810445303,frozenset({'Evening Dress'})
0.34949594426627834,frozenset({'Face'})
0.07452638681963698,frozenset({'Fashion'})
0.19590239023144757,frozenset({'Female'})
0.0943508721721393,frozenset({'Finger'})
0.024632865612260073,frozenset({'Flower'})
0.06125196052849395,frozenset({'Food'})
0.031027204700218008,frozenset({'Food Court'})
0.21559921326341366,frozenset({'Furniture'})
0.07328308207705192,frozenset({'Girl'})
0.03599902078791501,frozenset({'Glass'})
0.028029244491581302,frozenset({'Glasses'})
0.05394574772242003,frozenset({'Gown'})
0.02487661647152569,frozenset({'Grand Theft Auto'})
0.14418687519114276,frozenset({'Hair'})
0.02163876333089232,frozenset({'Hand'})
0.04634142235465434,frozenset({'Hat'})
0.14013990948601185,frozenset({'Head'})
0.07437943486275599,frozenset({'Home Decor'})
0.03404410382453866,frozenset({'Housing'})
0.6522780008361181,frozenset({'Human'})
0.30118417323917185,frozenset({'Indoors'})
0.08517777328855332,frozenset({'Interior Design'})
0.08273535460664573,frozenset({'Jacket'})
0.022232182688989334,frozenset({'Jaw'})
0.046383508833952,frozenset({'Kid'})
0.05631381362423508,frozenset({'Lamp'})
0.08614295654711301,frozenset({'Leisure Activities'})
0.02814778807493638,frozenset({'Light'})
0.033055422281704445,frozenset({'Lighting'})
0.02540234674208564,frozenset({'Machine'})
0.20129998120137257,frozenset({'Man'})
0.04221063441158893,frozenset({'Monitor'})
0.04645540656941884,frozenset({'Musical Instrument'})
0.03601375105566919,frozenset({'Musician'})
0.0786392880090009,frozenset({'Nature'})
0.05859875872943725,frozenset({'Night Life'})
0.09788753931578607,frozenset({'Outdoors'})
0.17566931530909713,frozenset({'Overcoat'})
0.033203075679907074,frozenset({'Pants'})
0.03404305166255622,frozenset({'Pedestrian'})
0.1668672788846522,frozenset({'People'})
0.06872827285506258,frozenset({'Performer'})
0.6518985210811175,frozenset({'Person'})
0.14168588615887925,frozenset({'Photo'})
0.1416132869820908,frozenset({'Photography'})
0.0976094178317607,frozenset({'Plant'})
0.02818987455423404,frozenset({'Plywood'})
0.09908279532783965,frozenset({'Portrait'})
0.12056373436136573,frozenset({'Pub'})
0.053143298850477964,frozenset({'Restaurant'})
0.03272293909525292,frozenset({'Road'})
0.05899928172408665,frozenset({'Robe'})
0.23249763614274613,frozenset({'Room'})
0.05078259808254,frozenset({'Screen'})
0.02187374617363759,frozenset({'Shaking Hands'})
0.026896416757152597,frozenset({'Shelf'})
0.036962450443170626,frozenset({'Shirt'})
0.06352463041056763,frozenset({'Sitting'})
0.0277402506670707,frozenset({'Skin'})
0.044165200654304466,frozenset({'Sleeve'})
0.02267829936954454,frozenset({'Smile'})
0.02553106122460432,frozenset({'Sport'})
0.02554789581632338,frozenset({'Sports'})
0.12428488057260058,frozenset({'Suit'})
0.08345327979933166,frozenset({'Table'})
0.04276898170360457,frozenset({'Table Lamp'})
0.04307761588512075,frozenset({'Teen'})
0.03376352729588759,frozenset({'Text'})
0.07330903540595216,frozenset({'Tie'})
0.029114374216139324,frozenset({'Town'})
0.08835600391684834,frozenset({'Transportation'})
0.030647023503895806,frozenset({'Tree'})
0.044235344786467234,frozenset({'Urban'})
0.08713233953126885,frozenset({'Vehicle'})
0.02263340712496037,frozenset({'Vigil'})
0.02367189100163015,frozenset({'Water'})
0.10704555721095707,frozenset({'Woman'})
0.06626481093350617,frozenset({'Wood'})
0.022620430460510255,frozenset({'Worker'})
0.021868836084386195,"frozenset({'Accessory', 'Accessories'})"
0.07632032299969978,"frozenset({'Apparel', 'Accessories'})"
0.07644412739296706,"frozenset({'Clothing', 'Accessories'})"
0.036962099722509814,"frozenset({'Coat', 'Accessories'})"
