positive_pairs.pickle,negative_pairs.pickle
"('Pottery', 'Dating')",
"('Pottery', 'Court')",
"('Pottery', 'Wood')",
"('Pottery', 'Robe')",
"('Pottery', 'Chair')",
"('Pottery', 'Gown')",
"('Pottery', 'Restaurant')",
"('Pottery', 'Door')",
"('Pottery', 'Car')",
"('Pottery', 'Automobile')",
"('Pottery', 'Child')",
"('Pottery', 'Kid')",
"('Pottery', 'Drink')",
"('Pottery', 'Beverage')",
"('Pottery', 'Sleeve')",
"('Pottery', 'Teen')",
"('Pottery', 'Art')",
"('Pottery', 'Architecture')",
"('Pottery', 'Musician')",
"('Pottery', 'Housing')",
"('Pottery', 'Text')",
"('Pottery', 'Animal')",
"('Pottery', 'Lighting')",
"('Pottery', 'Road')",
"('Pottery', 'Alcohol')",
"('Pottery', 'Blazer')",
"('Pottery', 'Glasses')",
"('Pottery', 'Blonde')",
"('Pottery', 'Shelf')",
"('Pottery', 'Machine')",
"('Pottery', 'Smile')",
"('Pottery', 'Worker')",
"('Pottery', 'Grass')",
"('Pottery', 'Bed')",
"('Pottery', 'Flooring')",
"('Pottery', 'Dress')",
"('Pottery', 'Footwear')",
"('Pottery', 'Sunglasses')",
"('Pottery', 'Piano')",
"('Pottery', 'Vegetation')",
"('Pottery', 'Path')",
"('Pottery', 'Shorts')",
"('Pottery', 'Shoe')",
"('Pottery', 'Wheel')",
"('Pottery', 'Mammal')",
"('Pottery', 'Arm')",
"('Pottery', 'Clinic')",
"('Pottery', 'Hug')",
"('Pottery', 'Jewelry')",
"('Pottery', 'Wine')",
"('Pottery', 'Ear')",
"('Pottery', 'Lecture')",
"('Pottery', 'Symbol')",
"('Pottery', 'Book')",
"('Cafe', 'Person')",
"('Cafe', 'Human')",
"('Cafe', 'Clothing')",
"('Cafe', 'Apparel')",
"('Cafe', 'Room')",
"('Cafe', 'Furniture')",
"('Cafe', 'Man')",
"('Cafe', 'Female')",
"('Cafe', 'Hair')",
"('Cafe', 'Pub')",
"('Cafe', 'Woman')",
"('Cafe', 'Plant')",
"('Cafe', 'Table')",
"('Cafe', 'Fashion')",
"('Cafe', 'Dating')",
"('Cafe', 'Wood')",
"('Cafe', 'Sitting')",
"('Cafe', 'Food')",
"('Cafe', 'Robe')",
"('Cafe', 'Gown')",
"('Cafe', 'Restaurant')",
"('Cafe', 'Door')",
"('Cafe', 'Screen')",
"('Cafe', 'Car')",
"('Cafe', 'Automobile')",
"('Cafe', 'Hat')",
"('Cafe', 'Drink')",
"('Cafe', 'Beverage')",
"('Cafe', 'Teen')",
"('Cafe', 'Monitor')",
"('Cafe', 'Display')",
"('Cafe', 'Architecture')",
"('Cafe', 'Musician')",
"('Cafe', 'Glass')",
"('Cafe', 'Text')",
"('Cafe', 'Animal')",
"('Cafe', 'Lighting')",
"('Cafe', 'Road')",
"('Cafe', 'Alcohol')",
"('Cafe', 'Tree')",
"('Cafe', 'Crypt')",
"('Cafe', 'Light')",
"('Cafe', 'Glasses')",
"('Cafe', 'Blossom')",
"('Cafe', 'Flower')",
"('Cafe', 'Smile')",
"('Cafe', 'Vigil')",
"('Cafe', 'Worker')",
"('Cafe', 'Military')",
"('Cafe', 'Desk')",
"('Cafe', 'Footwear')",
"('Cafe', 'Window')",
"('Cafe', 'Theater')",
"('Cafe', 'Sunglasses')",
"('Cafe', 'Pillow')",
"('Cafe', 'Piano')",
"('Cafe', 'Shorts')",
"('Cafe', 'Shoe')",
"('Cafe', 'Wheel')",
"('Cafe', 'Driving')",
"('Cafe', 'Arm')",
"('Cafe', 'Prison')",
"('Cafe', 'Clinic')",
"('Cafe', 'Lecture')",
"('Cafe', 'Banister')",
"('Cafe', 'Symbol')",
"('Cafe', 'Helmet')",
"('Cafe', 'Pianist')",
"('Halo', 'Coat')",
"('Halo', 'Overcoat')",
"('Halo', 'Vehicle')",
"('Halo', 'Dating')",
"('Halo', 'Court')",
"('Halo', 'Screen')",
"('Halo', 'Monitor')",
"('Halo', 'Display')",
"('Halo', 'Alcohol')",
"('Halo', 'Water')",
"('Halo', 'Vigil')",
"('Halo', 'Grass')",
"('Halo', 'Speech')",
"('Halo', 'Window')",
"('Halo', 'Cafe')",
"('Halo', 'Prison')",
"('Halo', 'Clinic')",
"('Halo', 'Lecture')",
"('Halo', 'Symbol')",
"('Halo', 'Pianist')",
"('Prison', 'Person')",
"('Prison', 'Human')",
"('Prison', 'Coat')",
"('Prison', 'Room')",
"('Prison', 'Furniture')",
"('Prison', 'Overcoat')",
"('Prison', 'People')",
"('Prison', 'Photography')",
"('Prison', 'Photo')",
"('Prison', 'Head')",
"('Prison', 'Suit')",
"('Prison', 'Pub')",
"('Prison', 'Building')",
"('Prison', 'Electronics')",
"('Prison', 'Jacket')",
"('Prison', 'Nature')",
"('Prison', 'Court')",
"('Prison', 'Sitting')",
"('Prison', 'Audience')",
"('Prison', 'Gown')",
"('Prison', 'Restaurant')",
"('Prison', 'Door')",
"('Prison', 'Sleeve')",
"('Prison', 'Shirt')",
"('Prison', 'Housing')",
"('Prison', 'Road')",
"('Prison', 'City')",
"('Prison', 'Town')",
"('Prison', 'Crypt')",
"('Prison', 'Light')",
"('Prison', 'Glasses')",
"('Prison', 'Skin')",
"('Prison', 'Shelf')",
"('Prison', 'Sport')",
"('Prison', 'Sports')",
"('Prison', 'Bed')",
"('Prison', 'Computer')",
"('Prison', 'Dress')",
"('Prison', 'Window')",
"('Prison', 'Theater')",
"('Prison', 'Pillow')",
"('Prison', 'Piano')",
"('Prison', 'Shop')",
"('Prison', 'Wine')",
"('Prison', 'Stage')",
"('Prison', 'Pc')",
"('Prison', 'Lecture')",
"('Prison', 'Closet')",
"('Prison', 'Banister')",
"('Clinic', 'Person')",
"('Clinic', 'Human')",
"('Clinic', 'Coat')",
"('Clinic', 'Room')",
"('Clinic', 'Furniture')",
"('Clinic', 'Man')",
"('Clinic', 'Overcoat')",
"('Clinic', 'People')",
"('Clinic', 'Accessory')",
"('Clinic', 'Accessories')",
"('Clinic', 'Building')",
"('Clinic', 'Outdoors')",
"('Clinic', 'Plant')",
"('Clinic', 'Transportation')",
"('Clinic', 'Vehicle')",
"('Clinic', 'Nature')",
"('Clinic', 'Tie')",
"('Clinic', 'Wood')",
"('Clinic', 'Food')",
"('Clinic', 'Audience')",
"('Clinic', 'Chair')",
"('Clinic', 'Restaurant')",
"('Clinic', 'Car')",
"('Clinic', 'Automobile')",
"('Clinic', 'Child')",
"('Clinic', 'Kid')",
"('Clinic', 'Drink')",
"('Clinic', 'Beverage')",
"('Clinic', 'Teen')",
"('Clinic', 'Musician')",
"('Clinic', 'Glass')",
"('Clinic', 'Pedestrian')",
"('Clinic', 'Housing')",
"('Clinic', 'Road')",
"('Clinic', 'Alcohol')",
"('Clinic', 'Couch')",
"('Clinic', 'Shelf')",
"('Clinic', 'Worker')",
"('Clinic', 'Grass')",
"('Clinic', 'Cafeteria')",
"('Clinic', 'Speech')",
"('Clinic', 'Window')",
"('Clinic', 'Path')",
"('Clinic', 'Street')",
"('Clinic', 'Arm')",
"('Clinic', 'Pottery')",
"('Clinic', 'Wine')",
"('Clinic', 'Pc')",
"('Clinic', 'Pianist')",
"('Clinic', 'Book')",
"('Hug', 'Person')",
"('Hug', 'Human')",
"('Hug', 'Face')",
"('Hug', 'Room')",
"('Hug', 'Furniture')",
"('Hug', 'Overcoat')",
"('Hug', 'People')",
"('Hug', 'Hair')",
"('Hug', 'Photography')",
"('Hug', 'Photo')",
"('Hug', 'Accessory')",
"('Hug', 'Accessories')",
"('Hug', 'Suit')",
"('Hug', 'Woman')",
"('Hug', 'Outdoors')",
"('Hug', 'Plant')",
"('Hug', 'Nature')",
"('Hug', 'Tie')",
"('Hug', 'Girl')",
"('Hug', 'Performer')",
"('Hug', 'Court')",
"('Hug', 'Robe')",
"('Hug', 'Chair')",
"('Hug', 'Gown')",
"('Hug', 'Car')",
"('Hug', 'Automobile')",
"('Hug', 'Child')",
"('Hug', 'Kid')",
"('Hug', 'Hat')",
"('Hug', 'Teen')",
"('Hug', 'Art')",
"('Hug', 'Shirt')",
"('Hug', 'Glass')",
"('Hug', 'Housing')",
"('Hug', 'Blazer')",
"('Hug', 'Skin')",
"('Hug', 'Shelf')",
"('Hug', 'Blossom')",
"('Hug', 'Flower')",
"('Hug', 'Water')",
"('Hug', 'Worker')",
"('Hug', 'Hand')",
"('Hug', 'Military')",
"('Hug', 'Tuxedo')",
"('Hug', 'Meal')",
"('Hug', 'Footwear')",
"('Hug', 'Piano')",
"('Hug', 'Vegetation')",
"('Hug', 'Street')",
"('Hug', 'Shoe')",
"('Hug', 'Mammal')",
"('Hug', 'Halo')",
"('Hug', 'Painting')",
"('Hug', 'Lecture')",
"('Hug', 'Banister')",
"('Hug', 'Pianist')",
"('Jewelry', 'Person')",
"('Jewelry', 'Human')",
"('Jewelry', 'Clothing')",
"('Jewelry', 'Apparel')",
"('Jewelry', 'Face')",
"('Jewelry', 'People')",
"('Jewelry', 'Crowd')",
"('Jewelry', 'Hair')",
"('Jewelry', 'Photography')",
"('Jewelry', 'Photo')",
"('Jewelry', 'Head')",
"('Jewelry', 'Accessory')",
"('Jewelry', 'Accessories')",
"('Jewelry', 'Suit')",
"('Jewelry', 'Pub')",
"('Jewelry', 'Portrait')",
"('Jewelry', 'Plant')",
"('Jewelry', 'Finger')",
"('Jewelry', 'Food')",
"('Jewelry', 'Audience')",
"('Jewelry', 'Chair')",
"('Jewelry', 'Car')",
"('Jewelry', 'Automobile')",
"('Jewelry', 'Art')",
"('Jewelry', 'Cushion')",
"('Jewelry', 'Glass')",
"('Jewelry', 'Housing')",
"('Jewelry', 'Tree')",
"('Jewelry', 'Couch')",
"('Jewelry', 'Crypt')",
"('Jewelry', 'Skin')",
"('Jewelry', 'Blonde')",
"('Jewelry', 'Sport')",
"('Jewelry', 'Sports')",
"('Jewelry', 'Vigil')",
"('Jewelry', 'Jaw')",
"('Jewelry', 'Meal')",
"('Jewelry', 'Flooring')",
"('Jewelry', 'Footwear')",
"('Jewelry', 'Cafeteria')",
"('Jewelry', 'Speech')",
"('Jewelry', 'Window')",
"('Jewelry', 'Sunglasses')",
"('Jewelry', 'Vegetation')",
"('Jewelry', 'Path')",
"('Jewelry', 'Shorts')",
"('Jewelry', 'Shoe')",
"('Jewelry', 'Painting')",
"('Jewelry', 'Lecture')",
"('Jewelry', 'Closet')",
"('Wine', 'Clothing')",
"('Wine', 'Apparel')",
"('Wine', 'Coat')",
"('Wine', 'Man')",
"('Wine', 'Female')",
"('Wine', 'Overcoat')",
"('Wine', 'Hair')",
"('Wine', 'Pub')",
"('Wine', 'Woman')",
"('Wine', 'Portrait')",
"('Wine', 'Transportation')",
"('Wine', 'Vehicle')",
"('Wine', 'Electronics')",
"('Wine', 'Jacket')",
"('Wine', 'Fashion')",
"('Wine', 'Tie')",
"('Wine', 'Food')",
"('Wine', 'Robe')",
"('Wine', 'Gown')",
"('Wine', 'Screen')",
"('Wine', 'Car')",
"('Wine', 'Automobile')",
"('Wine', 'Sleeve')",
"('Wine', 'Teen')",
"('Wine', 'Monitor')",
"('Wine', 'Display')",
"('Wine', 'Cushion')",
"('Wine', 'Shirt')",
"('Wine', 'Pedestrian')",
"('Wine', 'Housing')",
"('Wine', 'Pants')",
"('Wine', 'Road')",
"('Wine', 'Tree')",
"('Wine', 'Blazer')",
"('Wine', 'City')",
"('Wine', 'Town')",
"('Wine', 'Plywood')",
"('Wine', 'Worker')",
"('Wine', 'Hand')",
"('Wine', 'Grass')",
"('Wine', 'Tuxedo')",
"('Wine', 'Computer')",
"('Wine', 'Desk')",
"('Wine', 'Footwear')",
"('Wine', 'Speech')",
"('Wine', 'Sunglasses')",
"('Wine', 'Pillow')",
"('Wine', 'Piano')",
"('Wine', 'Vegetation')",
"('Wine', 'Path')",
"('Wine', 'Street')",
"('Wine', 'Shoe')",
"('Wine', 'Driving')",
"('Wine', 'Mammal')",
"('Wine', 'Painting')",
"('Wine', 'Book')",
"('Painting', 'Clothing')",
"('Painting', 'Apparel')",
"('Painting', 'Face')",
"('Painting', 'Overcoat')",
"('Painting', 'Photography')",
"('Painting', 'Photo')",
"('Painting', 'Head')",
"('Painting', 'Building')",
"('Painting', 'Plant')",
"('Painting', 'Girl')",
"('Painting', 'Court')",
"('Painting', 'Wood')",
"('Painting', 'Robe')",
"('Painting', 'Chair')",
"('Painting', 'Hat')",
"('Painting', 'Teen')",
"('Painting', 'Housing')",
"('Painting', 'Tree')",
"('Painting', 'Plywood')",
"('Painting', 'Skin')",
"('Painting', 'Smile')",
"('Painting', 'Jaw')",
"('Painting', 'Tuxedo')",
"('Painting', 'Meal')",
"('Painting', 'Theater')",
"('Painting', 'Sunglasses')",
"('Painting', 'Pillow')",
"('Painting', 'Dance')",
"('Painting', 'Ear')",
"('Painting', 'Symbol')",
"('Painting', 'Pianist')",
"('Ear', 'Face')",
"('Ear', 'Female')",
"('Ear', 'Photography')",
"('Ear', 'Photo')",
"('Ear', 'Woman')",
"('Ear', 'Portrait')",
"('Ear', 'Finger')",
"('Ear', 'Electronics')",
"('Ear', 'Food')",
"('Ear', 'Door')",
"('Ear', 'Screen')",
"('Ear', 'Car')",
"('Ear', 'Automobile')",
"('Ear', 'Drink')",
"('Ear', 'Beverage')",
"('Ear', 'Teen')",
"('Ear', 'Art')",
"('Ear', 'Cushion')",
"('Ear', 'Architecture')",
"('Ear', 'Glass')",
"('Ear', 'Housing')",
"('Ear', 'Text')",
"('Ear', 'Animal')",
"('Ear', 'Dungeon')",
"('Ear', 'Tree')",
"('Ear', 'Blazer')",
"('Ear', 'Crypt')",
"('Ear', 'Blonde')",
"('Ear', 'Machine')",
"('Ear', 'Blossom')",
"('Ear', 'Flower')",
"('Ear', 'Smile')",
"('Ear', 'Vigil')",
"('Ear', 'Club')",
"('Ear', 'Bed')",
"('Ear', 'Flooring')",
"('Ear', 'Desk')",
"('Ear', 'Theater')",
"('Ear', 'Pillow')",
"('Ear', 'Piano')",
"('Ear', 'Street')",
"('Ear', 'Shop')",
"('Ear', 'Wheel')",
"('Ear', 'Floor')",
"('Ear', 'Arm')",
"('Ear', 'Dance')",
"('Ear', 'Prison')",
"('Ear', 'Party')",
"('Ear', 'Pc')",
"('Ear', 'Lecture')",
"('Ear', 'Closet')",
"('Ear', 'Banister')",
"('Stage', 'Person')",
"('Stage', 'Human')",
"('Stage', 'Clothing')",
"('Stage', 'Apparel')",
"('Stage', 'Room')",
"('Stage', 'Furniture')",
"('Stage', 'Female')",
"('Stage', 'Hair')",
"('Stage', 'Accessory')",
"('Stage', 'Accessories')",
"('Stage', 'Woman')",
"('Stage', 'Building')",
"('Stage', 'Finger')",
"('Stage', 'Jacket')",
"('Stage', 'Girl')",
"('Stage', 'Wood')",
"('Stage', 'Robe')",
"('Stage', 'Restaurant')",
"('Stage', 'Car')",
"('Stage', 'Automobile')",
"('Stage', 'Art')",
"('Stage', 'Monitor')",
"('Stage', 'Display')",
"('Stage', 'Shirt')",
"('Stage', 'Pedestrian')",
"('Stage', 'Road')",
"('Stage', 'Couch')",
"('Stage', 'City')",
"('Stage', 'Town')",
"('Stage', 'Crypt')",
"('Stage', 'Plywood')",
"('Stage', 'Light')",
"('Stage', 'Glasses')",
"('Stage', 'Skin')",
"('Stage', 'Blossom')",
"('Stage', 'Flower')",
"('Stage', 'Smile')",
"('Stage', 'Vigil')",
"('Stage', 'Jaw')",
"('Stage', 'Tuxedo')",
"('Stage', 'Meal')",
"('Stage', 'Bed')",
"('Stage', 'Flooring')",
"('Stage', 'Street')",
"('Stage', 'Shop')",
"('Stage', 'Shoe')",
"('Stage', 'Wheel')",
"('Stage', 'Cafe')",
"('Stage', 'Banister')",
"('Stage', 'Helmet')",
"('Stage', 'Pianist')",
"('Party', 'Furniture')",
"('Party', 'People')",
"('Party', 'Accessory')",
"('Party', 'Accessories')",
"('Party', 'Finger')",
"('Party', 'Jacket')",
"('Party', 'Performer')",
"('Party', 'Dating')",
"('Party', 'Wood')",
"('Party', 'Chair')",
"('Party', 'Restaurant')",
"('Party', 'Car')",
"('Party', 'Automobile')",
"('Party', 'Hat')",
"('Party', 'Drink')",
"('Party', 'Beverage')",
"('Party', 'Sleeve')",
"('Party', 'Teen')",
"('Party', 'Monitor')",
"('Party', 'Display')",
"('Party', 'Architecture')",
"('Party', 'Musician')",
"('Party', 'Glass')",
"('Party', 'Lighting')",
"('Party', 'Blazer')",
"('Party', 'Light')",
"('Party', 'Skin')",
"('Party', 'Blonde')",
"('Party', 'Water')",
"('Party', 'Smile')",
"('Party', 'Vigil')",
"('Party', 'Jaw')",
"('Party', 'Tuxedo')",
"('Party', 'Meal')",
"('Party', 'Bed')",
"('Party', 'Flooring')",
"('Party', 'Speech')",
"('Party', 'Piano')",
"('Party', 'Path')",
"('Party', 'Arm')",
"('Party', 'Pottery')",
"('Party', 'Painting')",
"('Party', 'Lecture')",
"('Party', 'Banister')",
"('Pc', 'Coat')",
"('Pc', 'Room')",
"('Pc', 'Furniture')",
"('Pc', 'Man')",
"('Pc', 'Overcoat')",
"('Pc', 'Hair')",
"('Pc', 'Pub')",
"('Pc', 'Outdoors')",
"('Pc', 'Finger')",
"('Pc', 'Transportation')",
"('Pc', 'Vehicle')",
"('Pc', 'Table')",
"('Pc', 'Jacket')",
"('Pc', 'Girl')",
"('Pc', 'Wood')",
"('Pc', 'Lamp')",
"('Pc', 'Chair')",
"('Pc', 'Restaurant')",
"('Pc', 'Car')",
"('Pc', 'Automobile')",
"('Pc', 'Child')",
"('Pc', 'Kid')",
"('Pc', 'Drink')",
"('Pc', 'Beverage')",
"('Pc', 'Teen')",
"('Pc', 'Shirt')",
"('Pc', 'Glass')",
"('Pc', 'Pedestrian')",
"('Pc', 'Housing')",
"('Pc', 'Pants')",
"('Pc', 'Tree')",
"('Pc', 'City')",
"('Pc', 'Town')",
"('Pc', 'Plywood')",
"('Pc', 'Blonde')",
"('Pc', 'Shelf')",
"('Pc', 'Machine')",
"('Pc', 'Blossom')",
"('Pc', 'Flower')",
"('Pc', 'Water')",
"('Pc', 'Vigil')",
"('Pc', 'Worker')",
"('Pc', 'Hand')",
"('Pc', 'Club')",
"('Pc', 'Grass')",
"('Pc', 'Bed')",
"('Pc', 'Flooring')",
"('Pc', 'Footwear')",
"('Pc', 'Window')",
"('Pc', 'Pillow')",
"('Pc', 'Piano')",
"('Pc', 'Vegetation')",
"('Pc', 'Shoe')",
"('Pc', 'Floor')",
"('Pc', 'Halo')",
"('Pc', 'Wine')",
"('Pc', 'School')",
"('Pc', 'Helmet')",
"('Lecture', 'Person')",
"('Lecture', 'Human')",
"('Lecture', 'Clothing')",
"('Lecture', 'Apparel')",
"('Lecture', 'Coat')",
"('Lecture', 'Room')",
"('Lecture', 'Furniture')",
"('Lecture', 'Man')",
"('Lecture', 'Female')",
"('Lecture', 'Overcoat')",
"('Lecture', 'People')",
"('Lecture', 'Hair')",
"('Lecture', 'Head')",
"('Lecture', 'Woman')",
"('Lecture', 'Building')",
"('Lecture', 'Plant')",
"('Lecture', 'Finger')",
"('Lecture', 'Electronics')",
"('Lecture', 'Table')",
"('Lecture', 'Girl')",
"('Lecture', 'Wood')",
"('Lecture', 'Robe')",
"('Lecture', 'Chair')",
"('Lecture', 'Gown')",
"('Lecture', 'Door')",
"('Lecture', 'Screen')",
"('Lecture', 'Car')",
"('Lecture', 'Automobile')",
"('Lecture', 'Sleeve')",
"('Lecture', 'Teen')",
"('Lecture', 'Monitor')",
"('Lecture', 'Display')",
"('Lecture', 'Shirt')",
"('Lecture', 'Musician')",
"('Lecture', 'Glass')",
"('Lecture', 'Lighting')",
"('Lecture', 'Road')",
"('Lecture', 'Alcohol')",
"('Lecture', 'Blazer')",
"('Lecture', 'City')",
"('Lecture', 'Town')",
"('Lecture', 'Plywood')",
"('Lecture', 'Light')",
"('Lecture', 'Glasses')",
"('Lecture', 'Skin')",
"('Lecture', 'Blonde')",
"('Lecture', 'Shelf')",
"('Lecture', 'Sport')",
"('Lecture', 'Sports')",
"('Lecture', 'Blossom')",
"('Lecture', 'Flower')",
"('Lecture', 'Water')",
"('Lecture', 'Smile')",
"('Lecture', 'Hand')",
"('Lecture', 'Club')",
"('Lecture', 'Military')",
"('Lecture', 'Meal')",
"('Lecture', 'Flooring')",
"('Lecture', 'Computer')",
"('Lecture', 'Dress')",
"('Lecture', 'Desk')",
"('Lecture', 'Cafeteria')",
"('Lecture', 'Sunglasses')",
"('Lecture', 'Path')",
"('Lecture', 'Wheel')",
"('Lecture', 'Driving')",
"('Lecture', 'Dance')",
"('Lecture', 'Pottery')",
"('Lecture', 'Halo')",
"('Lecture', 'Hug')",
"('Lecture', 'Wine')",
"('Lecture', 'Closet')",
"('Lecture', 'Banister')",
"('Lecture', 'Helmet')",
"('Closet', 'Person')",
"('Closet', 'Human')",
"('Closet', 'Clothing')",
"('Closet', 'Apparel')",
"('Closet', 'Coat')",
"('Closet', 'Room')",
"('Closet', 'Female')",
"('Closet', 'Hair')",
"('Closet', 'Pub')",
"('Closet', 'Woman')",
"('Closet', 'Plant')",
"('Closet', 'Transportation')",
"('Closet', 'Vehicle')",
"('Closet', 'Electronics')",
"('Closet', 'Table')",
"('Closet', 'Fashion')",
"('Closet', 'Girl')",
"('Closet', 'Sitting')",
"('Closet', 'Audience')",
"('Closet', 'Robe')",
"('Closet', 'Lamp')",
"('Closet', 'Gown')",
"('Closet', 'Restaurant')",
"('Closet', 'Screen')",
"('Closet', 'Car')",
"('Closet', 'Automobile')",
"('Closet', 'Child')",
"('Closet', 'Kid')",
"('Closet', 'Hat')",
"('Closet', 'Drink')",
"('Closet', 'Beverage')",
"('Closet', 'Teen')",
"('Closet', 'Monitor')",
"('Closet', 'Display')",
"('Closet', 'Musician')",
"('Closet', 'Glass')",
"('Closet', 'Pedestrian')",
"('Closet', 'Housing')",
"('Closet', 'Text')",
"('Closet', 'Lighting')",
"('Closet', 'Road')",
"('Closet', 'Blazer')",
"('Closet', 'Glasses')",
"('Closet', 'Blonde')",
"('Closet', 'Machine')",
"('Closet', 'Blossom')",
"('Closet', 'Flower')",
"('Closet', 'Grass')",
"('Closet', 'Flooring')",
"('Closet', 'Cafeteria')",
"('Closet', 'Speech')",
"('Closet', 'Piano')",
"('Closet', 'Shorts')",
"('Closet', 'Street')",
"('Closet', 'Shop')",
"('Closet', 'Wheel')",
"('Closet', 'Driving')",
"('Closet', 'Mammal')",
"('Closet', 'Floor')",
"('Closet', 'Dance')",
"('Closet', 'Cafe')",
"('Closet', 'Prison')",
"('Closet', 'Hug')",
"('Closet', 'Jewelry')",
"('Closet', 'Wine')",
"('Closet', 'Banister')",
"('Closet', 'Book')",
"('Banister', 'Clothing')",
"('Banister', 'Apparel')",
"('Banister', 'Coat')",
"('Banister', 'Furniture')",
"('Banister', 'Female')",
"('Banister', 'Overcoat')",
"('Banister', 'Hair')",
"('Banister', 'Pub')",
"('Banister', 'Outdoors')",
"('Banister', 'Plant')",
"('Banister', 'Table')",
"('Banister', 'Fashion')",
"('Banister', 'Girl')",
"('Banister', 'Wood')",
"('Banister', 'Food')",
"('Banister', 'Audience')",
"('Banister', 'Robe')",
"('Banister', 'Lamp')",
"('Banister', 'Chair')",
"('Banister', 'Gown')",
"('Banister', 'Restaurant')",
"('Banister', 'Car')",
"('Banister', 'Automobile')",
"('Banister', 'Child')",
"('Banister', 'Kid')",
"('Banister', 'Teen')",
"('Banister', 'Monitor')",
"('Banister', 'Display')",
"('Banister', 'Cushion')",
"('Banister', 'Architecture')",
"('Banister', 'Glass')",
"('Banister', 'Pedestrian')",
"('Banister', 'Text')",
"('Banister', 'Animal')",
"('Banister', 'Pants')",
"('Banister', 'Road')",
"('Banister', 'Dungeon')",
"('Banister', 'Alcohol')",
"('Banister', 'Tree')",
"('Banister', 'Couch')",
"('Banister', 'City')",
"('Banister', 'Town')",
"('Banister', 'Plywood')",
"('Banister', 'Light')",
"('Banister', 'Glasses')",
"('Banister', 'Shelf')",
"('Banister', 'Sport')",
"('Banister', 'Sports')",
"('Banister', 'Machine')",
"('Banister', 'Blossom')",
"('Banister', 'Flower')",
"('Banister', 'Smile')",
"('Banister', 'Vigil')",
"('Banister', 'Flooring')",
"('Banister', 'Computer')",
"('Banister', 'Desk')",
"('Banister', 'Cafeteria')",
"('Banister', 'Speech')",
"('Banister', 'Pillow')",
"('Banister', 'Vegetation')",
"('Banister', 'Shorts')",
"('Banister', 'Street')",
"('Banister', 'Shop')",
"('Banister', 'Driving')",
"('Banister', 'Pottery')",
"('Banister', 'Cafe')",
"('Banister', 'Hug')",
"('Banister', 'Painting')",
"('Banister', 'Pc')",
"('Symbol', 'Face')",
"('Symbol', 'Man')",
"('Symbol', 'Crowd')",
"('Symbol', 'Photography')",
"('Symbol', 'Photo')",
"('Symbol', 'Head')",
"('Symbol', 'Accessory')",
"('Symbol', 'Accessories')",
"('Symbol', 'Building')",
"('Symbol', 'Outdoors')",
"('Symbol', 'Plant')",
"('Symbol', 'Transportation')",
"('Symbol', 'Vehicle')",
"('Symbol', 'Tie')",
"('Symbol', 'Court')",
"('Symbol', 'Wood')",
"('Symbol', 'Audience')",
"('Symbol', 'Chair')",
"('Symbol', 'Drink')",
"('Symbol', 'Beverage')",
"('Symbol', 'Teen')",
"('Symbol', 'Architecture')",
"('Symbol', 'Shirt')",
"('Symbol', 'Text')",
"('Symbol', 'Dungeon')",
"('Symbol', 'Alcohol')",
"('Symbol', 'Tree')",
"('Symbol', 'Blazer')",
"('Symbol', 'Plywood')",
"('Symbol', 'Glasses')",
"('Symbol', 'Skin')",
"('Symbol', 'Blonde')",
"('Symbol', 'Machine')",
"('Symbol', 'Water')",
"('Symbol', 'Hand')",
"('Symbol', 'Flooring')",
"('Symbol', 'Computer')",
"('Symbol', 'Desk')",
"('Symbol', 'Cafeteria')",
"('Symbol', 'Speech')",
"('Symbol', 'Theater')",
"('Symbol', 'Pillow')",
"('Symbol', 'Vegetation')",
"('Symbol', 'Path')",
"('Symbol', 'Shop')",
"('Symbol', 'Mammal')",
"('Symbol', 'Dance')",
"('Symbol', 'Pottery')",
"('Symbol', 'Halo')",
"('Symbol', 'Lecture')",
"('Symbol', 'Helmet')",
"('School', 'Clothing')",
"('School', 'Apparel')",
"('School', 'Room')",
"('School', 'Furniture')",
"('School', 'People')",
"('School', 'Accessory')",
"('School', 'Accessories')",
"('School', 'Woman')",
"('School', 'Plant')",
"('School', 'Transportation')",
"('School', 'Vehicle')",
"('School', 'Jacket')",
"('School', 'Tie')",
"('School', 'Wood')",
"('School', 'Food')",
"('School', 'Chair')",
"('School', 'Gown')",
"('School', 'Screen')",
"('School', 'Car')",
"('School', 'Automobile')",
"('School', 'Child')",
"('School', 'Kid')",
"('School', 'Hat')",
"('School', 'Teen')",
"('School', 'Monitor')",
"('School', 'Display')",
"('School', 'Shirt')",
