r2,subset,lagmins,r2_normed,lagsecs
0.0029895016003165433,2,80,-1.387872903783035,4800
0.0030699807633277104,2,83,-1.367552105587932,4980
0.003156193472741617,2,86,-1.3457836004953783,5160
0.0032705183610987286,2,89,-1.3169168367510755,5340
0.0033721719969507097,2,92,-1.2912495342760242,5520
0.0035188430638973247,2,95,-1.2542154369896363,5700
0.003499079576430187,2,98,-1.259205670802026,5880
0.0034244523235250498,2,102,-1.278048875544722,6120
0.0035800371721191426,2,105,-1.2387640694880593,6300
0.003540198106777325,2,108,-1.2488233392021377,6480
0.0036433253422694578,2,111,-1.2227839563054277,6660
0.003545115114856549,2,114,-1.2475818062989221,6840
0.003588743574670617,2,117,-1.2365657234487337,7020
0.003511299227549082,2,120,-1.2561202378140217,7200
0.028091051966933275,3,0,4.950209157451347,0
0.026055385841316895,3,3,4.436208278422349,180
0.024081272560620287,3,6,3.9377493470621605,360
0.022186006646615634,3,9,3.4591991891883485,540
0.020299427862540107,3,12,2.982842511062331,720
0.018490917861160784,3,15,2.526198015806391,900
0.017059709211049674,3,18,2.1648212188091565,1080
0.015369396378604062,3,22,1.7380212289788155,1320
0.014290680732716755,3,25,1.4656480813240036,1500
0.013093891578991986,3,28,1.163461652377734,1680
0.012242674997630359,3,31,0.9485314801072411,1860
0.011196232826544125,3,34,0.6843073084599995,2040
0.010431967896111222,3,37,0.49133222226574336,2220
0.01003294494179481,3,40,0.3905798706445847,2400
0.009533776304905798,3,43,0.264540971182635,2580
0.009211534126357673,3,46,0.18317558373050383,2760
0.009195422605081577,3,49,0.1791074627384623,2940
0.00924358159499299,3,52,0.19126749371609603,3120
0.009381154536859929,3,55,0.22600433595185362,3300
0.009209169038761249,3,58,0.182578404709718,3480
0.009591370198039045,3,62,0.27908329289476147,3720
0.010154518348495935,3,65,0.42127686811611587,3900
0.010888643266333988,3,68,0.6066416724607356,4080
0.011562655787613611,3,71,0.7768282389387617,4260
0.012423288909696309,3,74,0.9941360654557617,4440
0.01330066560619187,3,77,1.2156716048859948,4620
0.014203901135138391,3,80,1.4437364383115445,4800
0.014733636026711934,3,83,1.5774932447420131,4980
0.014753762442404637,3,86,1.5825751170724378,5160
0.014764075621170852,3,89,1.5851791703033242,5340
0.014417426449272023,3,92,1.49765107479271,5520
0.01378785208544899,3,95,1.3386850379033464,5700
0.013311549170941298,3,98,1.2184196792277442,5880
0.01309975641182115,3,102,1.1649425087871492,6120
0.012870188067064003,3,105,1.106977045041626,6300
0.012482127512541165,3,108,1.0089926734242893,6480
0.012410075339200157,3,111,0.9907996701772496,6660
0.012289319431853608,3,114,0.9603090893580218,6840
0.011995079879739799,3,117,0.8860142988084159,7020
0.011544812178528412,3,120,0.7723227698741503,7200
0.022267870363084752,4,0,3.4798695838548444,0
0.02047611910628896,4,3,3.027456631944329,180
0.019137483719393437,4,6,2.689454364821431,360
0.017702573233930808,4,9,2.3271428631588504,540
0.016412510028634898,4,12,2.0014049569369807,720
0.015589625081257231,4,15,1.7936284551966561,900
0.014584798325824497,4,18,1.5399120775132107,1080
0.013769419700016631,4,22,1.3340309042044989,1320
0.013026091645935446,4,25,1.1463423297389996,1500
0.012242883886141642,4,28,0.9485842239619762,1680
0.011779025374633104,4,31,0.8314610475922368,1860
0.011199755996093914,4,34,0.6851969004332469,2040
0.010838490439174411,4,37,0.5939782022966358,2220
0.010450996143371114,4,40,0.4961368096658526,2400
0.010242141659506043,4,43,0.4434015467733244,2580
0.010007649849674293,4,46,0.38419291974853403,2760
0.010018391556136864,4,49,0.3869051752085796,2940
0.010077489365971437,4,52,0.40182723232856127,3120
0.009981091802964057,4,55,0.37748707580753854,3300
0.010233844866477373,4,58,0.4413066261691085,3480
0.010297907144511243,4,62,0.45748219976030297,3720
0.010782886628085952,4,65,0.5799383715910102,3900
0.011196778951042827,4,68,0.6844452036034416,4080
0.011705519600234018,4,71,0.8129010135181828,4260
0.012240315261736585,4,74,0.9479356523787089,4440
0.012661758897710686,4,77,1.0543491730567491,4620
0.013496047414223767,4,80,1.2650050490156217,4800
0.014164474009662434,4,83,1.4337811824386826,4980
0.01501911358207063,4,86,1.649575651847446,5160
0.01576172773497578,4,89,1.8370839679555437,5340
0.01580147087305813,4,92,1.8471190162636317,5520
0.0156337593152947,4,95,1.8047722448412677,5700
0.01499017115759211,4,98,1.6422677581629228,5880
0.015078751764369952,4,102,1.6646341517359096,6120
0.014788197180858402,4,105,1.5912698070373796,6300
0.014409608201547533,4,108,1.495676985745255,6480
0.013632868186622122,4,111,1.2995519702406761,6660
0.012910913649933162,4,114,1.1172601583332902,6840
0.012173144012444004,4,117,0.9309750709025062,7020
0.011587262200899381,4,120,0.7830413000588936,7200
0.008358030377165952,5,0,-0.03233209300418454,0
0.007380031752159446,5,3,-0.2792744312475373,180
0.00681263381645113,5,6,-0.42254106718716467,360
0.006284011704408924,5,9,-0.5560168994195194,540
0.005865184421364811,5,12,-0.6617697971747037,720
0.0055534538838071515,5,15,-0.7404810201540138,900
0.005066023823399019,5,18,-0.8635559568355272,1080
0.004520203116403353,5,22,-1.0013743935907458,1320
0.004391707442920114,5,25,-1.0338192470422467,1500
0.004249034653908241,5,28,-1.0698437886125969,1680
0.00398374312035073,5,31,-1.13682927298628,1860
0.003974525298533219,5,34,-1.1391567511799343,2040
0.0038564868635729216,5,37,-1.1689611766529129,2220
0.0038075577598841634,5,40,-1.181315659536744,2400
0.0038080057825439096,5,43,-1.1812025348754667,2580
0.0037548322339263558,5,46,-1.1946287300587453,2760
0.004031802514479995,5,49,-1.1246943897079311,2940
0.004097400089304747,5,52,-1.1081311573105341,3120
0.004113611846802738,5,55,-1.1040377269096873,3300
0.004239273970546589,5,58,-1.0723083380613891,3480
0.004397587443686333,5,62,-1.0323345607646222,3720
0.004558470915561104,5,65,-0.9917118648695228,3900
0.004660353010788218,5,68,-0.9659868769429311,4080
0.004815221492363908,5,71,-0.9268829518630323,4260
0.005121166529703029,5,74,-0.8496325539967062,4440
0.00536192878876824,5,77,-0.7888406533803637,4620
0.005644149388670446,5,80,-0.7175806198196532,4800
0.005932161254947976,5,83,-0.6448583052050165,4980
0.006218513267345893,5,86,-0.5725550997667054,5160
0.00663867350976315,5,89,-0.46646563292443727,5340
0.006831298499225936,5,92,-0.41782827895911334,5520
0.007180692142939088,5,95,-0.32960721081055966,5700
0.007192223420945946,5,98,-0.3266955904042134,5880
0.007084000349233905,5,102,-0.3540216598864396,6120
0.006907378156279297,5,105,-0.3986183456063089,6300
0.0067274447197860545,5,108,-0.4440511124831617,6480
0.006489851679572508,5,111,-0.5040427928398593,6660
0.006327914278987852,5,114,-0.5449316032399347,6840
0.006130120966539043,5,117,-0.5948739465276689,7020
0.006182862955291867,5,120,-0.5815567191888878,7200
0.01893740025481637,6,0,2.638933763541277,0
0.017264328450799848,6,3,2.216487092585972,180
0.015810762046771648,6,6,1.8494650156374302,360
0.014718274562255877,6,9,1.5736145113219169,540
0.013482906561465356,6,12,1.2616870147937924,720
0.012399580826367308,6,15,0.9881498305236904,900
0.01120021411676888,6,18,0.6853125748194687,1080
0.01077127032331972,6,22,0.5770052821291496,1320
0.009730958515485591,6,25,0.31432901269470104,1500
0.008912014731539504,6,28,0.1075476453935346,1680
0.008103904684096172,6,31,-0.0964982290802414,1860
0.007638730930836496,6,34,-0.21395350087943923,2040
0.007057929776680351,6,37,-0.3606044177565487,2220
0.006892153243845118,6,40,-0.4024625999640503,2400
0.006681367365178736,6,43,-0.4556855354729933,2580
0.006585736593560854,6,46,-0.479832078982887,2760
0.0064756464227538725,6,49,-0.5076295865678341,2940
0.0063764645456878665,6,52,-0.5326727757991905,3120
0.006164073193288773,6,55,-0.5863010896260644,3300
0.006528144731552071,6,58,-0.4943738878408931,3480
0.006582400799248721,6,62,-0.48067435915207585,3720
0.006989906957983825,6,65,-0.3777800184918894,3900
0.007177126617801534,6,68,-0.33050749746947733,4080
0.0071568701141577415,6,71,-0.3356222166996805,4260
0.007237192393736516,6,74,-0.3153410311999698,4440
0.007292638904765911,6,77,-0.3013409183869855,4620
0.007438302261543415,6,80,-0.26456126553341086,4800
0.007632467468734936,6,83,-0.2155350102367225,4980
0.00766193159729755,6,86,-0.20809538750565132,5160
0.007634772504217514,6,89,-0.214952994232561,5340
0.007469168600481308,6,92,-0.25676758800110927,5520
0.007668319188135158,6,95,-0.20648253593628407,5700
0.007652559677666024,6,98,-0.2104617750326507,5880
0.007850817168210419,6,102,-0.16040222787432343,6120
0.0075256660496716525,6,105,-0.2425021157896776,6300
0.007537561153431955,6,108,-0.23949863024163098,6480
0.007577061105491009,6,111,-0.22952498582889158,6660
0.007503573557306981,6,114,-0.24808041782677814,6840
0.007368253369555819,6,117,-0.2822484449797603,7020
0.007267969446452497,6,120,-0.30756989822739256,7200
0.01958753233668573,7,0,2.803090575584618,0
0.01803596753918417,7,3,2.411324136210983,180
0.016972941225652145,7,6,2.1429125078448763,360
0.0156815436208127,7,9,1.8168376688963075,540
0.014221952144697786,7,12,1.4482942755050483,720
0.01314685064622055,7,15,1.1768336915178925,900
0.01212194996724608,7,18,0.9180486956479119,1080
0.011040156716459764,7,22,0.6448984600396832,1320
0.010358707647136213,7,25,0.4728341827801984,1500
0.009628961363415811,7,28,0.28857497318763453,1680
0.008970004115311661,7,31,0.12218982755600187,1860
0.008464380047211173,7,34,-0.005479053009162823,2040
0.008069912968660335,7,37,-0.10508105678163274,2220
0.0075868679648384806,7,40,-0.22704877705296178,2400
0.007258031169468857,7,43,-0.3100792896454366,2580
0.007079840198331942,7,46,-0.35507208814360525,2760
0.006702879948634693,7,49,-0.4502536590629075,2940
0.006798367807369763,7,52,-0.4261432007177004,3120
0.006749239599854333,7,55,-0.43854795684655923,3300
0.006898586738188651,7,58,-0.4008381578680743,3480
0.006991541520489884,7,62,-0.3773672953275306,3720
0.007062139534917823,7,65,-0.3595414637645699,3900
0.007392296572470465,7,68,-0.27617759314542106,4080
0.007587920978859206,7,71,-0.2267828935048338,4260
0.00805359003172729,7,74,-0.10920255972670888,4440
0.008330821091812438,7,77,-0.0392023731613602,4620
0.008812465301690317,7,80,0.08241164995429026,4800
0.00937757093544287,7,83,0.22509948507514135,4980
0.009490569835201865,7,86,0.25363143983655695,5160
0.009733403430299544,7,89,0.3149463478989906,5340
0.009886547972355242,7,92,0.35361498233003597,5520
0.009952953761379372,7,95,0.37038228690002367,5700
0.010397195500097527,7,98,0.48255227456603317,5880
0.0106923366327783,7,102,0.5570747120750807,6120
0.011074769766967845,7,105,0.6536381733763396,6300
0.01140044746738393,7,108,0.7358710219694866,6480
0.01162881765888279,7,111,0.7935339548528899,6660
0.011642199890186302,7,114,0.7969129365861012,6840
0.011115547208474809,7,117,0.6639343808513185,7020
0.010509665700029302,7,120,0.5109507338723179,7200
0.01614640895629948,8,0,1.9342150659377637,0
0.015032307694243893,8,3,1.6529071339454797,180
0.01450417767928383,8,6,1.5195555550617494,360
0.013951162187458212,8,9,1.3799204521644344,540
0.013138475995529987,8,12,1.1747191120383098,720
0.012403313507226142,8,15,0.9890923236066337,900
0.011704149953091596,8,18,0.8125551808561831,1080
0.01122396794482141,8,22,0.6913103601859701,1320
0.010593656304041629,8,25,0.5321581626098968,1500
0.01015982056924712,8,28,0.4226156663073417,1680
0.009655732030374186,8,31,0.29533450323808946,1860
0.00952076700984283,8,34,0.2612561549675556,2040
0.0089710485865764,8,37,0.12245355407846097,2220
0.008987208193541906,8,40,0.12653381659327687,2400
0.008551885278453339,8,43,0.01661581078609251,2580
0.008554008836332547,8,46,0.017152004124895193,2760
0.008367207751914168,8,49,-0.030014827599803357,2940
0.008276863069399482,8,52,-0.05282664612141076,3120
0.008313697230759877,8,55,-0.043526107551115335,3300
0.008287986127299925,8,58,-0.05001810032582402,3480
0.008152498679727315,8,62,-0.08422836018787777,3720
0.008392011957508279,8,65,-0.023751824389918606,3900
0.00848796117333895,8,68,0.0004751255300614333,4080
0.008366705925018075,8,71,-0.03014153770342323,4260
0.00843699685283342,8,74,-0.012393244783378679,4440
0.008539055063507476,8,77,0.013376211876763546,4620
0.00865062313709392,8,80,0.04154688641586074,4800
0.00880772418126437,8,83,0.08121452826726429,4980
0.00904523138743853,8,86,0.14118453573215534,5160
0.00946744803442717,8,89,0.2477932398619278,5340
0.00941479250563568,8,92,0.2344978434587643,5520
0.009236020027476723,8,95,0.1893582158137479,5700
0.009119193048684601,8,98,0.1598596801561529,5880
0.008979614759656262,8,102,0.12461649250807692,6120
0.008562714172119476,8,105,0.019350080808697774,6300
0.008293162605213285,8,108,-0.04871105190356077,6480
0.008226808850828618,8,111,-0.06546521785023163,6660
0.008130073274756108,8,114,-0.0898907218702443,6840
0.007704812887921481,8,117,-0.19726796310769182,7020
0.007416640247008979,8,120,-0.27003087293716327,7200
0.009857513581559302,9,0,0.34628386736801553,0
0.009088137548910639,9,3,0.15201823996041938,180
0.008483660683437885,9,6,-0.0006107379922454247,360
0.007855925919772414,9,9,-0.15911228019549611,540
0.007045228675379874,9,12,-0.3638114157759832,720
0.006621499718249388,9,15,-0.4708019746374781,900
0.005917999212804196,9,18,-0.6484341873298636,1080
0.005491775751382412,9,22,-0.7560546026213174,1320
0.005160908380774585,9,25,-0.8395978306557977,1500
0.004892586682750002,9,28,-0.9073484243861074,1680
0.0045861879261170965,9,31,-0.9847133853003239,1860
0.004337455257171711,9,34,-1.0475177955483188,2040
0.004141197960142466,9,37,-1.0970722985778087,2220
0.004053371249000713,9,40,-1.1192483352868825,2400
0.003956422476744285,9,43,-1.143727670838776,2580
0.003869545978534934,9,46,-1.1656637810312303,2760
0.0038939602265123424,9,49,-1.1594992411966736,2940
0.0038799126605344285,9,52,-1.1630462183605634,3120
0.0038930902525795806,9,55,-1.1597189075557808,3300
0.003934468399743278,9,58,-1.1492710233241306,3480
0.004027173043562858,9,62,-1.1258633201582164,3720
0.004086218656488201,9,65,-1.1109544426342846,3900
0.004178861757749313,9,68,-1.0875622788187345,4080
0.004351950103004857,9,71,-1.0438578812795332,4260
0.004535667895132594,9,74,-0.9974695735611783,4440
0.004896436186823907,9,77,-0.9063764337178374,4620
0.005066250121628464,9,80,-0.8634988170681589,4800
0.0053716105460043595,9,83,-0.7863960325914787,4980
0.00576861575840098,9,86,-0.6861531560297982,5160
0.005927756173545816,9,89,-0.6459705778338195,5340
0.006155720378746708,9,92,-0.5884101555298297,5520
0.006104913524302725,9,95,-0.601238766035395,5700
0.006358220373776618,9,98,-0.5372793860293914,5880
0.006396295933207538,9,102,-0.5276653973842309,6120
0.006405773038352578,9,105,-0.5252724507640055,6300
0.006492792432392781,9,108,-0.5033002597124441,6480
0.006475962717982904,9,111,-0.5075497227710606,6660
0.006214165674200866,9,114,-0.5736528567466364,6840
0.0059027602311506255,9,117,-0.6522819941322048,7020
0.005462390769887263,9,120,-0.7634742409051662,7200
0.01686435476308499,10,0,2.115494683031749,0
0.01548114684389148,10,3,1.7662379569907534,180
0.014364566952012983,10,6,1.4843041768342096,360
0.012917635964770325,10,9,1.1189575269203735,540
0.012121852623458237,10,12,0.9180241165718592,720
0.011091189882396007,10,15,0.6577842136614462,900
0.010054364877526437,10,18,0.3959883537235408,1080
0.009187224620821076,10,22,0.17703749111436431,1320
0.008598268136427702,10,25,0.028327372653086227,1500
0.00777866558329086,10,28,-0.17862033230967608,1680
0.00720906545172645,10,31,-0.3224430174911619,1860
0.00668544907565444,10,34,-0.45465491323781787,2040
0.006193219541271081,10,37,-0.5789417057394484,2220
0.005967427333390318,10,40,-0.6359537038604415,2400
0.005552874157785428,10,43,-0.7406273996024961,2580
0.005329431459306427,10,46,-0.7970461521599876,2760
0.005298292750249608,10,49,-0.8049086025027161,2940
0.00523724786322874,10,52,-0.8203222920042061,3120
0.005254540698813507,10,55,-0.815955891944971,3300
0.005429148179632771,10,58,-0.7718679162711773,3480
0.005580104868475433,10,62,-0.7337517095985625,3720
0.005879195744479275,10,65,-0.658231971248061,3900
0.006047956019113614,10,68,-0.6156204012977283,4080
0.006293678337709392,10,71,-0.5535760973885935,4260
0.006853043923518834,10,74,-0.41233761078875036,4440
0.007290596580510648,10,77,-0.3018566004279929,4620
0.007725774743074279,10,80,-0.191975144290778,4800
0.008423243023141602,10,83,-0.015866054230197667,4980
0.008831137765345482,10,86,0.08712640283621778,5160
0.009520828545508009,10,89,0.26127169257738025,5340
0.010167804832806309,10,92,0.4246316739601585,5520
0.011042359152688204,10,95,0.6454545699749904,5700
0.011297431905330802,10,98,0.7098598363518347,5880
0.011029607595537855,10,102,0.6422348319728742,6120
0.010910822328504427,10,105,0.6122418331689131,6300
0.010587390398627982,10,108,0.5305760363220942,6480
0.010325048943821667,10,111,0.4643354398513134,6660
0.01020521622682159,10,114,0.4340779624097108,6840
0.009886145614713026,10,117,0.3535133879776121,7020
0.009377510299254259,10,120,0.2250841745810209,7200
0.01823114319901403,11,0,2.4606055284074744,0
0.016414210663006176,11,3,2.0018343630909388,180
0.014856554868918782,11,6,1.6085299614945778,360
0.013665521794410648,11,9,1.3077969289279405,540
0.012120515679516965,11,12,0.9176865413907533,720
0.010967323488560976,11,15,0.626508242365279,900
0.009875171891493591,11,18,0.3507425488355585,1080
0.008989664050378475,11,22,0.12715391463238115,1320
0.008149858658331947,11,25,-0.08489495934222763,1500
0.007551711222554967,11,28,-0.23592577127619202,1680
0.007078349497499843,11,31,-0.3554484865757578,1860
0.0066396915686863026,11,34,-0.4662085754557204,2040
0.006246054428164233,11,37,-0.5656010218400908,2220
0.006024047730934533,11,40,-0.621657187480632,2400
0.005884511557417956,11,43,-0.6568897410616603,2580
0.005778280575399799,11,46,-0.6837128126107401,2760
0.005933871827916461,11,49,-0.6444263895787845,2940
0.005979515490907407,11,52,-0.6329014726956951,3120
0.006143226245798792,11,55,-0.5915648945300622,3300
0.006668625818730812,11,58,-0.4589027457964389,3480
0.007141377892876372,11,62,-0.3395339659087139,3720
0.007818215363672542,11,65,-0.16863410636339865,3900
0.007870564815876842,11,68,-0.15541599357412705,4080
0.008192808167452529,11,71,-0.07405030993531259,4260
0.008337473105871386,11,74,-0.03752275535439928,4440
0.0089390949995628,11,77,0.11438534898016808,4620
0.009312990673100046,11,80,0.20879312167181846,4800
0.009442852972849233,11,83,0.2415830450211586,4980
0.00951573358180575,11,86,0.25998522630050536,5160
0.009756266879747628,11,89,0.32071931477507504,5340
0.009948362616242708,11,92,0.36922303361860453,5520
0.0097230926478567,11,95,0.3123428997340839,5700
0.009336709398542517,11,98,0.2147820437123549,5880
0.009087522558820943,11,102,0.1518629564182315,6120
0.00913551227900729,11,105,0.16398024719088647,6300
0.00830906625781666,11,108,-0.044695417259430936,6480
0.007662723433348819,11,111,-0.20789545077669686,6660
0.007254781165481015,11,114,-0.3108999079607768,6840
0.006658663284180612,11,117,-0.46141826219263055,7020
0.006514691454578017,11,120,-0.4977708084377766,7200
0.01689217654610806,12,0,2.1225196174009264,0
0.015953514500270213,12,3,1.8855096723021332,180
0.01489691065132576,12,6,1.6187197010447258,360
0.013863683083944771,12,9,1.3578321855588473,540
0.013043338906038359,12,12,1.1506972220969274,720
0.01216717528219914,12,15,0.9294679806415144,900
0.011268996028899525,12,18,0.7026798448504236,1080
0.010352838777401941,12,22,0.4713523070617974,1320
0.00982591626696697,12,25,0.33830562021292415,1500
0.00930187355859393,12,28,0.2059860765692334,1680
0.008633472811893896,12,31,0.037216469891502575,1860
0.00825649496930718,12,34,-0.0579695431907541,2040
0.0075000388306447905,12,37,-0.24897292794355536,2220
0.007193196749238636,12,40,-0.3264498273138269,2400
0.006827630255615868,12,43,-0.41875450178924295,2580
0.0064531000521276345,12,46,-0.5133224917918137,2760
0.006245524311678732,12,49,-0.565734874998085,2940
0.006066945659863851,12,52,-0.6108255619499392,3120
0.005939385618853577,12,55,-0.6430341704163217,3300
0.005882322796300425,12,58,-0.6574423980638271,3480
0.005916934742066004,12,62,-0.6487029636720381,3720
0.006024249845922315,12,65,-0.6216061539245507,3900
0.006124741295280666,12,68,-0.5962323007886634,4080
0.006294209962647328,12,71,-0.5534418633499295,4260
0.006582302570997268,12,74,-0.480699161553097,4440
0.006976419314501695,12,77,-0.3811856165507289,4620
0.007234318852495236,12,80,-0.3160665935627551,4800
0.007584553654107218,12,83,-0.22763313503546492,4980
0.008278759671365593,12,86,-0.05234775861354183,5160
0.00875100869583789,12,89,0.06689400242222193,5340
0.009401346309526049,12,92,0.23110271076338942,5520
0.010005470370053749,12,95,0.3836426063023905,5700
0.01027780565711425,12,98,0.45240662176554863,5880
0.010707218311729926,12,102,0.5608323007907876,6120
0.011170390602410754,12,105,0.6777822080255679,6300
0.011836187451617354,12,108,0.8458943367486949,6480
0.01237643082285352,12,111,0.9823045094241862,6660
0.012956790202641432,12,114,1.1288438793188378,6840
0.013774805259274311,12,117,1.3353907451713825,7020
0.0135373403266065,12,120,1.2754314116667986,7200
0.024359932857684796,13,0,4.008110412582308,0
0.02145818674511002,13,3,3.275426386545965,180
0.019544893667156983,13,6,2.7923244124389957,360
0.017646058874062738,13,9,2.3128731210413145,540
0.01616651604876568,13,12,1.9392920591992273,720
0.014754101158821068,13,15,1.5826606421659666,900
0.013426151562853199,13,18,1.2473565119628798,1080
0.012289928714433854,13,22,0.9604629317675814,1320
0.011340411502472206,13,25,0.7207120829128001,1500
0.010278922734106681,13,28,0.4526886810624184,1680
0.009479094622997905,13,31,0.2507339759127548,1860
0.009071313788187495,13,34,0.1477702801936129,2040
0.00849234697159912,13,37,0.0015825292111483636,2220
0.008377688809722096,13,40,-0.02736838530819345,2400
0.008228184612156056,13,43,-0.06511784137098543,2580
0.0084106365191364,13,46,-0.019049166656452995,2760
0.008529946985376196,13,49,0.01107644370415854,2940
0.008886435172692712,13,52,0.10108886732233019,3120
0.009440022347025814,13,55,0.2408683186998178,3300
0.010065040456193351,13,58,0.3986839120716839,3480
0.01094229585239936,13,62,0.6201888234658792,3720
0.011869209579566184,13,65,0.8542323459042812,3900
0.012901152334422681,13,68,1.1147954492684147,4080
0.014467739541047908,13,71,1.5103550113931392,4260
0.01573605272554491,13,74,1.8306010888377562,4440
0.015429977260007166,13,77,1.7533177581599546,4620
0.014747245139524065,13,80,1.5809295135192036,4800
0.013974741075346447,13,83,1.3858740655534716,4980
