antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'Photo'}),frozenset({'Person'}),0.24213961633367825,0.9271443354066932,0.24094563400461674,0.9950690335305721,1.0732622694546083,0.016447260343296966,14.775128779522884
frozenset({'Photo'}),frozenset({'Female'}),0.24213961633367825,0.34694852230472706,0.13146314005981283,0.5429228890767352,1.5648514236930016,0.0474531579814096,1.4287555908808325
frozenset({'People'}),frozenset({'Apparel'}),0.16353009404032248,0.5562024539179677,0.1148497287954424,0.7023155552465059,1.2626976927183566,0.023893889200779006,1.4908321677658742
frozenset({'Human'}),frozenset({'Face'}),0.9271443354066932,0.5264666082941972,0.5226686073617539,0.5637402801285353,1.07079968842679,0.03455807370101455,1.085439177940425
frozenset({'Face'}),frozenset({'Human'}),0.5264666082941972,0.9271443354066932,0.5226686073617539,0.9927858654801504,1.07079968842679,0.03455807370101455,10.099016644733325
frozenset({'Furniture'}),frozenset({'Room'}),0.2239455998908359,0.2616981840097338,0.13080360696375978,0.5840865238143597,2.2319089680524287,0.07219745015535758,1.7751331905887315
frozenset({'Photography'}),frozenset({'Face'}),0.24213961633367825,0.5264666082941972,0.22960848750867058,0.9482483328637175,1.8011557009021595,0.1021300649638208,9.150108931926825
frozenset({'Indoors'}),frozenset({'Human'}),0.3558977041425501,0.9271443354066932,0.3445378151260504,0.9680810275416959,1.044153526664266,0.014569274746037864,2.2825191095508637
frozenset({'Clothing'}),frozenset({'Human'}),0.5562024539179677,0.9271443354066932,0.54779909257343,0.9848915421258153,1.0622850235004577,0.03211913808408384,4.822177432006005
frozenset({'Human'}),frozenset({'Clothing'}),0.9271443354066932,0.5562024539179677,0.54779909257343,0.5908455368312606,1.0622850235004577,0.03211913808408384,1.0846699377173987
frozenset({'Pub'}),frozenset({'Person'}),0.16438293856108072,0.9271443354066932,0.16258627943735005,0.9890702822357499,1.0667921319951685,0.010179569112937603,6.665832198486367
frozenset({'Female'}),frozenset({'Human'}),0.34694852230472706,0.9271443354066932,0.34529968956459445,0.9952476156140407,1.0734548846458454,0.02362833243204404,15.330339189009226
frozenset({'Furniture'}),frozenset({'Indoors'}),0.2239455998908359,0.3558977041425501,0.15393275036672313,0.6873667106733015,1.931360339424909,0.07423102551274852,2.060248597468997
