,13_going_on_30,27_dresses,adaptation,angus,annie_hall,belle_epoque,bend_it_like_beckham,black_swan,blind_side,blood_diamond,bourne_identity,bourne_supremacy,bourne_ultimatum,break_up,breakfast_club,bridget_edge_of_reason,bridget_jones,brooklyn,carol,casino_royale,catfish,clueless,davinci_code,desperately_seeking_susan,exodus,fame,family,fight_club,gone_girl,grease,hairspray,hannah_and_her_sisters,high_school_musical,hsm,i_daniel,in_bruges,inception,italian_job,jane_eyre,kings_speech,layer_cake,lion_in_winter,little_miss_sunshine,little_princess,little_rascals,mad_mary,mamma_mia,manchester_by_the_sea,mean_girls,memento,metamorphosis,milk,months_weeks_days,moulin_rouge,muriels_wedding,oceans_eleven,oceans_thirteen,oceans_twelve,of_time_and_the_city,old_man_and_sea,paris_texas,passage_to_india,pluto,ps_i_love_you,pulp_fiction,pyjama_girls,quantum_solace,romy_michelle,secret_garden,sing_street,social_network,spectre,steel_magnolias,step_up,step_up_the_streets,strange_occurrences,synecdoche_new_york,tangerine,taxi_driver,the_caiman,the_guard,the_proposal,the_tempest,the_van,three_billboards,to_kill_a_mockingbird,tomboy,wedding_crashers,west_side_story,when_we_were_kings,working_girl,youth
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,100.84063006288757,99.727205586731,143.20424108790766,77.84307866155363,51.850524034569275,85.89214044631801,94.56459050013764,16.81356186353566,136.9653022838514,69.18998962689784,54.33215173500828,93.56140415171183,65.96839924431801,213.13201977356113,101.45039974400098,101.15391562086232,112.9916986411858,36.44633918230219,53.60230219894077,103.75809712050686,75.17131253130127,129.13099072517684,107.26718425725521,129.00455148608435,38.47691461723424,27.030410305020514,148.16495515058722,138.6505913068689,130.30942027471096,53.73351811506499,97.60144392268698,74.28734255307725,117.43469268103257,107.25905711247032,50.520089766508185,45.0793319008604,85.53432093471136,47.58055276914338,55.550753109900015,107.89056710861637,92.6332346686993,172.61387817223738,116.67556173028264,95.42452635155249,140.0678338258469,31.647708445410057,102.80331443780359,74.9962021367604,152.04113432652207,87.75564812355842,77.31296690758374,13.673977457964964,69.29169293412754,98.8732978132605,94.60066285097655,69.44210220619662,44.04222119209871,76.2056624238783,6.3785048968640465,84.1979192987329,66.77135724095824,59.32855141613339,168.76667967121168,80.01299073489625,67.68681098323653,21.545351306142415,144.97951980718523,91.98420056337982,32.80950093767831,96.76435067016085,120.85258528031511,81.19981045757591,85.53087800894536,58.31982034562343,128.15272919764587,134.7876539460586,119.60544098781311,220.10915052083618,93.47433154922183,138.35032162179525,,121.08987718240037,77.06922979415663,100.61292055500971,139.4287942812188,133.6410744056358,81.47335753869,139.2939312040673,98.56160019224325,99.66324485664775,138.12788682915945,140.77234072995242
2,104.25073703712503,96.33694105097582,131.57540657479612,173.29708655466004,48.15185901681232,83.69588855965539,89.17218902041564,36.503537485585944,136.73564015599445,83.1666453386305,50.19466980704959,93.2797548541338,64.50347801485174,196.78582915279816,106.56660706532743,142.86896019766647,102.67459162495987,30.888735797985547,59.74433433055765,88.21977723433211,70.65185198555021,139.26127796019952,106.44419649785914,110.06930523725299,206.09257701870763,37.15517170478231,151.01794193629996,76.87709480332266,160.05444627477883,118.25836453887793,120.33590761078914,67.56180816800808,131.4238019178699,119.96762017403492,103.0806950069348,45.09274015519996,65.87879934107796,97.89191592466067,75.91454007608068,98.8774531152414,143.37000662161114,106.60647787931113,128.62424571507836,96.53740162781142,139.7884276282993,84.57334678376847,133.79810908038544,83.42673656897252,144.88239345435755,141.81088381723515,44.88386402145853,16.972904768370306,142.20121185199966,98.9839694050361,159.91608184011912,85.06321899548453,40.50982851748567,49.025032679026815,8.379102678200763,99.31753743879737,60.1820896246934,55.17967942694711,143.92038186633235,60.889915918257,68.90959913758468,15.616188873674384,7.333166718375961,111.47484572159979,45.0136159178128,111.04616223007456,129.1373800788147,80.91139859027668,91.0155702900555,44.97503552528192,144.7202521725584,143.5959643131732,57.04856535220657,218.32926359473893,58.50579201079882,133.16877921363317,,106.63152919545787,146.16017276319388,90.78932744357678,195.46910695658,137.586846409379,90.1153725334797,165.77344119396605,108.5770050081231,127.62569255129134,108.24707661540666,129.24010329504705
3,95.94097336140955,91.97600398788501,132.0944701143747,172.76823668304314,57.93593243703407,114.4499473141084,88.19883979129176,61.452978091831646,136.76710549629004,89.09897574995335,19.395170602794884,83.27693819964347,86.01397001291812,200.19487433836227,120.06464303225239,132.72118273803318,50.25854565556933,39.92129905615958,64.13860285669635,93.85150581334315,105.82742998861889,167.39516105861148,57.256657927488774,110.35368737228771,210.06615719803264,38.66151329898987,137.75040484437602,94.43729192514708,198.89859507496112,105.50101967739359,94.74924636947284,78.66775998583424,121.96699179020796,116.60072522729051,98.0549524698821,47.854973813919145,63.35923005655367,92.07440065355472,74.54827762570471,101.01132683673693,156.36326951324673,146.82568944335713,130.02636446277145,97.44189566503424,140.57156714332538,124.46446510696708,125.9147487713027,102.33042223788131,147.53832004288375,147.09183522903942,76.52073376052792,24.84119722374219,139.65029453934272,97.1800634587297,85.41948135041785,88.5733280315011,116.19365759941108,47.815594133249874,9.92329893189917,63.65781215438312,61.23190734026266,85.37185154370732,150.22942656066212,39.15456406541615,82.18268041107817,82.52116601789466,70.33284225885971,107.67835275388643,33.04848208565766,105.57849820011208,126.71455408878107,135.68194280269273,119.30038696920614,61.927642292773704,146.2179911157513,129.75220919063162,88.70964561991029,213.37783719253505,95.9825494273973,139.22660879561573,,143.9711980807871,145.1550768935468,91.90806688564065,152.47147764738202,122.07660521430962,95.15117651352617,165.52752395683012,95.50780037588193,104.6603070887269,98.58025892130728,111.78306732553963
4,106.94107300596843,117.62276308231931,137.22171320899923,161.4255307749716,46.9809984440672,116.77205283250264,109.40308319745424,97.5692470665365,138.97109161994018,100.95895343696888,47.461095447110736,105.43463034865921,48.90730830147934,196.20899620488112,76.1206624335656,142.96989362463552,65.7191489030749,39.91571510790218,76.94107575924275,88.87759411747773,117.63228037157431,157.66741623658334,55.03549730001005,76.83933577317082,194.74304945546578,38.50431862230886,163.10344266706954,95.59643177439663,230.71708493328842,69.11286615420572,114.0637367614249,64.57295215845448,125.14521837395118,118.12376976045006,93.50319497438132,45.08128835656618,79.05145660522051,120.29183559439844,70.80883482484762,96.64391266860272,238.9632360516796,133.20940252577878,131.63713939928937,97.03134212935538,139.53205936010312,125.8281380381394,131.42761729810582,101.31109843331153,144.94749999940112,117.24333393450256,36.46039124626775,90.81840145351856,142.39343994955283,114.2751294271482,91.42950252940196,91.2704489167313,41.113028199667134,57.44512141990892,35.19755982555109,79.0721618648503,69.13655352222507,76.95699261857956,161.97707458456034,59.464238032159884,90.15304824028331,90.46773920521063,119.3061043739192,130.45529080630698,51.22708136055999,102.74912558086515,132.68070592527937,86.79185236129547,96.68310265383677,55.18091604732316,171.18489663386634,142.56445160523194,94.93065949583962,227.19767418108,63.14322972377008,132.13322905728918,,104.01700401171037,82.6100526376059,92.78070602353402,151.03533342614375,153.47205397604483,109.38216456865642,138.45698469704843,93.63043828948183,96.09323672934055,103.5430260874974,120.91300569203821
5,96.18694526613768,114.68477685911195,146.44417996789807,159.13456380596728,44.216120225612926,94.24347204899881,117.85944386145898,25.745803313159126,133.32312039517325,105.25004461461481,45.92566454044124,109.60886247553356,144.08064507482098,176.9766537362859,99.8243950283972,141.38770408747826,114.42190086132425,44.81432722342898,57.19855516675444,136.0361390703866,88.2186790865843,158.3257167598193,52.69640892691302,106.3230613522669,225.8421104323142,40.204757882007804,146.44309376467123,99.21844494559998,131.90295197460816,101.06731290437682,115.90095193301443,63.573427146569045,110.24064357930513,110.92118601939916,86.602871346806,212.15970688861782,53.829374336017146,99.39145383223737,81.80890038971027,92.18680466570324,273.0084539846252,151.14273128673483,110.78569236128986,127.92805442045663,109.07189893127116,137.0878596450332,130.50736770580082,98.30856958878438,140.49508560064334,226.39674127440907,27.231018971441877,69.98588951193642,146.54207731945888,113.97961207333633,83.79043569642977,95.75240627735145,114.61606769746058,87.87508567343299,54.239099341767435,95.1378200997898,132.7904072391112,72.23533071086574,164.1959627342912,76.97246572849329,75.4221683288304,137.21609375372432,155.8702027105545,103.96383518018375,52.31125543753084,107.27880443424564,77.74118622121003,86.54126390645754,97.81296961081911,63.71580168329959,124.41636746407167,100.29461054545858,89.61184475403806,226.5579690337339,94.68927705430238,128.68367786893458,,104.5307638819378,120.93633296003719,90.66486134012267,205.4443961255768,134.25919413339852,104.74006661468414,140.09352967038538,99.20773253498751,96.28900199488896,110.21979995344387,125.02675683254932
6,104.02196536780656,109.30101154194037,112.73113526129524,134.61008836319994,49.343281751127165,97.46605071691205,95.88391768277452,41.09453408226226,156.604721034117,119.70207929798028,27.97679868486412,73.9312121095051,62.0769290430711,200.80016732704894,141.83999657424866,162.6170344258419,88.50826965817393,34.29196313949801,74.23830006308091,115.6584609044675,88.95202564901764,137.41367052043694,49.082887439613025,80.99547932986366,236.05474335324826,41.917593532314655,153.81416971410295,100.74767926887787,161.08836314635957,138.8618580006723,113.28290268170497,145.9016101650615,148.43094266811286,94.19723867915818,87.03524540402647,132.5958208040483,115.89287155744178,196.12493341922843,120.58021937005675,95.90939810783478,326.6276720296241,105.04120524968866,120.22421461027162,77.26613827402879,118.4484340410262,193.21122829033882,130.86388934797964,102.99437181833534,143.7018196146162,171.89367570583727,27.194342823503835,70.21258925015478,155.9138746149365,91.19052876311608,104.28278265465639,96.33704665612612,112.0649285981257,70.33774914715616,112.35232601359836,87.60986256646498,140.19327073146124,136.43799199396835,164.6633286429268,62.829904351248516,74.49405017358582,128.4884595501007,194.00239678772414,102.95661014389738,51.23812551059657,105.12570142613788,123.0873882838463,136.1121265531916,99.91645575188369,71.9366798571508,152.92994925463674,168.3307207606243,88.17681767278572,136.26231161576715,73.19387666307536,146.807557229784,,99.5988134972095,146.6761453870934,41.57676508977235,150.5733185747553,114.14196142402486,84.0341689937744,147.0903092839892,95.5585094393517,102.63597617344887,150.35523662443637,121.75414739215691
7,107.86169552725211,110.00766548210842,149.70083025997374,114.0956530824487,48.61272499756343,89.11746628895024,105.53810447859642,163.3244652370356,135.67683650542702,103.31050425254489,59.215377878715444,95.26983094721277,148.55667315065608,182.2376595152379,109.93225375083354,144.93360205364164,67.39546552040554,32.65948153838632,76.03515341704112,95.5280173538563,214.5951675250382,146.0861139549095,74.84845156822213,116.52303207631962,227.88925222903163,43.529056333069256,149.28506210743035,182.5804024123904,152.28730384842197,152.15529744248323,109.86879531120758,79.23872493737157,146.34148414541946,108.25522364080616,102.24168130909894,176.13087603574584,167.39521557392402,99.55311147725469,100.4868098724073,98.9178621086384,297.4136508143207,107.10392433538051,125.50151223172443,100.2266407658585,134.85191856484641,135.71352838337612,148.43061632515426,102.79819273266182,150.17259306816138,131.7399382227743,27.958199195845165,61.55873592758066,151.66367499845563,102.69717346417255,95.2234139046275,95.24492046720592,108.35293047046243,61.625290646779945,102.80018330844598,91.34127076599515,136.07201410157893,85.1707763184552,158.25214472721655,66.43032081172082,93.32248148798482,146.86923421668095,155.7664016138407,105.58113843832345,40.00685350678575,97.63540686291323,122.64419589677878,72.91586836772309,81.8624996092157,72.73749814750697,162.7512224813773,161.4694668355147,80.6133918525721,116.65991641626968,71.805146389087,142.30298395479954,,111.66583995602286,103.47258285894067,35.48141420980423,197.2820074234126,124.51727783594852,94.3095175186761,130.83628946892685,91.22605221411236,98.48633746213855,141.64874152254603,122.20180550822646
8,100.42217103218536,115.77623054603927,202.6195638578423,134.01288928464487,59.091957523363874,87.63067382679355,142.82453950361477,92.16458334499647,137.8473142841842,133.91208246479349,55.58773560227453,120.73304737188292,95.22137485067495,195.7639074118336,103.4554277827519,109.31101220029927,150.45602274578758,37.00138357795167,79.45253207773055,123.90992335950105,151.74187124387015,126.1890798658787,52.40571889201344,102.2613383587264,159.2960725345193,41.53279001645634,164.72461159280402,154.68089317522256,131.6961342301202,171.96741630758245,128.90189057826612,84.1210830669285,132.58746929628043,108.80844779438411,91.40058655842986,163.48198403564345,68.01576733888857,115.52782199308187,100.18478658012594,71.95792324065434,311.663346818136,107.93417786388181,125.22097833541427,87.4952128587232,126.13684634410387,131.15254582114108,157.96092188766784,104.8289124238342,150.5402123962955,140.36627482323348,85.7200486387357,58.193230497928404,151.87289313727308,105.2712895737732,94.14761547799765,95.51582400985005,109.71117840105198,106.50625137050352,55.986561436290614,93.19943984465193,182.27769404200558,87.42775897281838,157.794332195894,74.05837076315271,99.0770683831061,143.2281086240382,217.52110291097966,107.04355372053466,41.79361104266959,99.56164721379511,113.99883294870693,146.78647112048566,119.83783469850674,64.58435154423127,154.59569128923764,141.05418787631044,115.74991649715635,118.33526448987158,72.88678451949397,131.48936955363763,,105.85082100349145,185.9089172367213,77.66728972363654,144.08784464225306,123.55740404158682,113.69522584759409,132.56790966405654,98.65041774058494,100.74510303461035,104.59905737684815,111.1316679792743
9,101.51308120550938,106.1518018821861,175.48113791327359,133.23019122009896,41.861784574019545,108.82157422782305,97.22864196210715,88.24434505428792,155.4657450466467,130.64181158304646,51.63881799163189,109.2020404117837,64.62585546191895,181.52191977720335,128.03606598984166,138.01090260703634,150.99317102589606,47.22298894519246,78.59414396172586,101.19204217877771,133.10670563245637,129.08104545958076,54.05198510194281,102.15425978132221,175.5368788504238,128.84349984790504,162.2890333076882,158.57770640016253,144.3061516622922,171.52813139304874,118.86568193107418,133.2542486185569,150.80619176725534,133.35150445378082,99.59589189172807,216.61573367765197,158.8988198080674,115.31150113048002,109.40838663405027,108.08668900726653,308.8273733345762,162.25068819543563,124.93640252907278,95.14305332388055,148.36512627957455,113.82859154994331,158.3882979317231,106.73300215724561,150.37736002305618,189.17108988617628,35.75714973323641,58.41446391868548,150.23969737565915,110.23926947941736,89.8130786347203,97.30422592379587,118.96186362341057,72.92779376604337,46.24730184865998,115.07168882457479,179.38755096342308,89.1408894946855,156.4972664701072,68.61308285515882,128.46972907172497,146.10610890485424,214.79986344308443,101.80523863525097,42.91538783629019,184.42218929000427,120.12310175610938,147.6339942440763,93.35751199193906,73.2546825656844,152.47250585356065,126.68298212270486,123.2673885658594,218.75798718516435,72.91604926213105,141.30040565056157,,121.78485345966087,101.92492848610762,93.59089539848165,149.08626593492963,120.49460244126985,137.53781472953423,138.090440465061,105.14854383522143,98.77449248926742,124.26521285158853,129.13436866319336
