lag,movie,rms,-rms,-rms_normed,rms_normed
44,27_dresses,106.18745509620187,-106.18745509620187,0.04039894045879888,-0.04039894045879888
45,27_dresses,106.15180188218609,-106.15180188218609,0.04114735389085231,-0.04114735389085231
46,27_dresses,110.77352632089935,-110.77352632089935,-0.05586944374348119,0.05586944374348119
47,27_dresses,98.51618979375802,-98.51618979375802,0.20143008874891316,-0.20143008874891316
48,27_dresses,98.46964479935274,-98.46964479935274,0.20240713668047816,-0.20240713668047816
49,27_dresses,94.98175241143669,-94.98175241143669,0.27562313093888824,-0.27562313093888824
50,27_dresses,116.28827152540606,-116.28827152540606,-0.17163206148611215,0.17163206148611215
51,27_dresses,115.91109554741548,-115.91109554741548,-0.16371458262849528,0.16371458262849528
52,27_dresses,105.08330134072013,-105.08330134072013,0.06357675273931335,-0.06357675273931335
53,27_dresses,123.23126742810308,-123.23126742810308,-0.3173757633013372,0.3173757633013372
54,27_dresses,112.24645238411465,-112.24645238411465,-0.08678832947546539,0.08678832947546539
55,27_dresses,109.03702767146028,-109.03702767146028,-0.019417781534077024,0.019417781534077024
56,27_dresses,110.54642435919546,-110.54642435919546,-0.051102239347556394,0.051102239347556394
57,27_dresses,110.19412096464737,-110.19412096464737,-0.04370687262069968,0.04370687262069968
58,27_dresses,106.90854115910194,-106.90854115910194,0.025262282795844096,-0.025262282795844096
59,27_dresses,106.88540256528044,-106.88540256528044,0.025747995932594518,-0.025747995932594518
0,adaptation,0.0,-0.0,2.2694298961081754,-2.2694298961081754
1,adaptation,145.97484902658863,-145.97484902658863,-0.7947970121619772,0.7947970121619772
2,adaptation,157.2637971301272,-157.2637971301272,-1.031768646492131,1.031768646492131
3,adaptation,145.04275003648686,-145.04275003648686,-0.7752308826150918,0.7752308826150918
4,adaptation,135.81710528702905,-135.81710528702905,-0.5815710221943372,0.5815710221943372
5,adaptation,143.20424108790766,-143.20424108790766,-0.7366378741009626,0.7366378741009626
6,adaptation,137.33162205356936,-137.33162205356936,-0.6133629579970166,0.6133629579970166
7,adaptation,141.87664498852854,-141.87664498852854,-0.7087696781880418,0.7087696781880418
8,adaptation,146.0692612562103,-146.0692612562103,-0.796778863805638,0.796778863805638
9,adaptation,138.13172027818823,-138.13172027818823,-0.6301581972144912,0.6301581972144912
10,adaptation,131.57540657479612,-131.57540657479612,-0.4925315238323175,0.4925315238323175
11,adaptation,136.70475884201014,-136.70475884201014,-0.6002041766489054,0.6002041766489054
12,adaptation,137.42699483159646,-137.42699483159646,-0.6153649729653203,0.6153649729653203
13,adaptation,140.10837179258718,-140.10837179258718,-0.6716510214858216,0.6716510214858216
14,adaptation,135.6509228554687,-135.6509228554687,-0.5780826083897357,0.5780826083897357
15,adaptation,132.0944701143747,-132.0944701143747,-0.5034274314197194,0.5034274314197194
16,adaptation,132.4960885469631,-132.4960885469631,-0.5118579933706382,0.5118579933706382
17,adaptation,133.00608892126846,-133.00608892126846,-0.5225636517809418,0.5225636517809418
18,adaptation,131.09076456008736,-131.09076456008736,-0.48235817470915227,0.48235817470915227
19,adaptation,134.35920840707038,-134.35920840707038,-0.5509676211369485,0.5509676211369485
20,adaptation,137.22171320899923,-137.22171320899923,-0.6110558095996421,0.6110558095996421
21,adaptation,143.46419953016544,-143.46419953016544,-0.7420947843776994,0.7420947843776994
22,adaptation,146.20312342504133,-146.20312342504133,-0.7995888277307025,0.7995888277307025
23,adaptation,153.08678216471182,-153.08678216471182,-0.9440869551691171,0.9440869551691171
24,adaptation,135.43150640710437,-135.43150640710437,-0.5734767342293684,0.5734767342293684
25,adaptation,146.4441799678981,-146.4441799678981,-0.8046489593216024,0.8046489593216024
26,adaptation,149.58549493291156,-149.58549493291156,-0.8705897834247511,0.8705897834247511
27,adaptation,145.9804155746509,-145.9804155746509,-0.7949138621979409,0.7949138621979409
28,adaptation,127.7132216336434,-127.7132216336434,-0.41145857804533253,0.41145857804533253
29,adaptation,230.46979356759928,-230.46979356759928,-2.5684702469820353,2.5684702469820353
30,adaptation,112.73113526129524,-112.73113526129524,-0.09696253636205061,0.09696253636205061
31,adaptation,151.9352031514708,-151.9352031514708,-0.9199136169337777,0.9199136169337777
32,adaptation,133.36744438061984,-133.36744438061984,-0.5301490346696965,0.5301490346696965
33,adaptation,150.25908808436662,-150.25908808436662,-0.8847294949824533,0.8847294949824533
34,adaptation,148.83291980084934,-148.83291980084934,-0.854792123858479,0.854792123858479
35,adaptation,149.70083025997374,-149.70083025997374,-0.87301084167564,0.87301084167564
36,adaptation,165.73964076937844,-165.73964076937844,-1.209689078147816,1.209689078147816
37,adaptation,164.9413404310543,-164.9413404310543,-1.1929315792095678,1.1929315792095678
38,adaptation,174.08536325855317,-174.08536325855317,-1.3848780753676488,1.3848780753676488
39,adaptation,211.8661736781908,-211.8661736781908,-2.177952887063602,2.177952887063602
40,adaptation,202.61956385784234,-202.61956385784234,-1.9838529389511301,1.9838529389511301
41,adaptation,203.95150586446843,-203.95150586446843,-2.011812361852918,2.011812361852918
42,adaptation,197.87971446160702,-197.87971446160702,-1.8843565246171319,1.8843565246171319
43,adaptation,194.53267604373426,-194.53267604373426,-1.8140972624808744,1.8140972624808744
44,adaptation,190.35963244227483,-190.35963244227483,-1.726498935931844,1.726498935931844
45,adaptation,175.48113791327359,-175.48113791327359,-1.4141774394937028,1.4141774394937028
46,adaptation,170.77262278638622,-170.77262278638622,-1.3153387775871073,1.3153387775871073
47,adaptation,166.83156955679038,-166.83156955679038,-1.2326102703573933,1.2326102703573933
48,adaptation,183.74469659114257,-183.74469659114257,-1.587641697395989,1.587641697395989
49,adaptation,165.87057798535386,-165.87057798535386,-1.2124376430078678,1.2124376430078678
50,adaptation,165.04229598499649,-165.04229598499649,-1.1950507848603482,1.1950507848603482
51,adaptation,165.00449716731734,-165.00449716731734,-1.1942573320497742,1.1942573320497742
52,adaptation,165.54666117646318,-165.54666117646318,-1.2056381524897235,1.2056381524897235
53,adaptation,165.37931728920557,-165.37931728920557,-1.202125358020754,1.202125358020754
54,adaptation,164.9980841396509,-164.9980841396509,-1.194122713161178,1.194122713161178
55,adaptation,164.6072633214796,-164.6072633214796,-1.1859188090274286,1.1859188090274286
56,adaptation,183.16297278346642,-183.16297278346642,-1.5754304585658125,1.5754304585658125
57,adaptation,164.06544034287575,-164.06544034287575,-1.1745451473204411,1.1745451473204411
58,adaptation,170.1821915309589,-170.1821915309589,-1.3029447566141206,1.3029447566141206
59,adaptation,166.81018833245238,-166.81018833245238,-1.2321614469923743,1.2321614469923743
0,angus,0.0,-0.0,2.2694298961081754,-2.2694298961081754
1,angus,60.104541421865214,-60.104541421865214,1.007747117449703,-1.007747117449703
2,angus,65.33822911237354,-65.33822911237354,0.8978843105505722,-0.8978843105505722
3,angus,69.65072000057982,-69.65072000057982,0.8073587802319582,-0.8073587802319582
4,angus,70.05853939462338,-70.05853939462338,0.79879805097431,-0.79879805097431
5,angus,77.84307866155362,-77.84307866155362,0.6353891154674239,-0.6353891154674239
6,angus,87.36069024393156,-87.36069024393156,0.43560044154405486,-0.43560044154405486
7,angus,86.31289670565266,-86.31289670565266,0.45759516992168775,-0.45759516992168775
8,angus,83.00184315832469,-83.00184315832469,0.5270990566672579,-0.5270990566672579
9,angus,79.08246325380034,-79.08246325380034,0.6093726089076803,-0.6093726089076803
10,angus,173.29708655466004,-173.29708655466004,-1.3683309872676168,1.3683309872676168
11,angus,175.14424435626393,-175.14424435626393,-1.4071055479350152,1.4071055479350152
12,angus,174.70093732975238,-174.70093732975238,-1.3977998810456835,1.3977998810456835
13,angus,174.53109010961182,-174.53109010961182,-1.394234537935414,1.394234537935414
14,angus,172.67215163319344,-172.67215163319344,-1.3552126835663616,1.3552126835663616
15,angus,172.76823668304314,-172.76823668304314,-1.3572296501684529,1.3572296501684529
16,angus,135.86603991498643,-135.86603991498643,-0.5825982320509192,0.5825982320509192
17,angus,134.62212611103442,-134.62212611103442,-0.5564866506719642,0.5564866506719642
18,angus,137.4301861965246,-137.4301861965246,-0.6154319644118067,0.6154319644118067
19,angus,137.92818800640057,-137.92818800640057,-0.6258857552967779,0.6258857552967779
20,angus,161.4255307749716,-161.4255307749716,-1.119129560407258,1.119129560407258
21,angus,165.1318014919197,-165.1318014919197,-1.1969296371734788,1.1969296371734788
22,angus,135.0937435571559,-135.0937435571559,-0.5663865949325805,0.5663865949325805
23,angus,140.2001930790685,-140.2001930790685,-0.6735784854199462,0.6735784854199462
24,angus,160.63270252976054,-160.63270252976054,-1.1024869287565833,1.1024869287565833
25,angus,159.13456380596728,-159.13456380596728,-1.071038792174283,1.071038792174283
26,angus,129.90959860498853,-129.90959860498853,-0.4575637630219224,0.4575637630219224
27,angus,133.06475196633363,-133.06475196633363,-0.5237950754296624,0.5237950754296624
28,angus,137.18383566223883,-137.18383566223883,-0.6102607041497894,0.6102607041497894
29,angus,136.47229061102834,-136.47229061102834,-0.5953243263634455,0.5953243263634455
30,angus,134.61008836319994,-134.61008836319994,-0.5562339606292934,0.5562339606292934
31,angus,132.89615660759185,-132.89615660759185,-0.5202560107324835,0.5202560107324835
32,angus,169.62983912293342,-169.62983912293342,-1.291350066687699,1.291350066687699
33,angus,140.03934746212158,-140.03934746212158,-0.670202099208125,0.670202099208125
34,angus,136.47607909391826,-136.47607909391826,-0.5954038521947116,0.5954038521947116
35,angus,114.0956530824487,-114.0956530824487,-0.12560577355170538,0.12560577355170538
36,angus,128.76013648611575,-128.76013648611575,-0.4334348615147482,0.4334348615147482
37,angus,135.24262388640707,-135.24262388640707,-0.5695118121466806,0.5695118121466806
38,angus,145.40723931540376,-145.40723931540376,-0.7828820489884832,0.7828820489884832
39,angus,134.33026434212172,-134.33026434212172,-0.5503600426174856,0.5503600426174856
40,angus,134.01288928464487,-134.01288928464487,-0.5436978730888347,0.5436978730888347
41,angus,135.43173176444859,-135.43173176444859,-0.5734814648116758,0.5734814648116758
42,angus,126.50394436294128,-126.50394436294128,-0.3860740684729337,0.3860740684729337
43,angus,128.49763977886258,-128.49763977886258,-0.42792466932026274,0.42792466932026274
44,angus,133.13441583518792,-133.13441583518792,-0.525257422559329,0.525257422559329
45,angus,133.23019122009896,-133.23019122009896,-0.5272678888386321,0.5272678888386321
46,angus,133.0544279081134,-133.0544279081134,-0.5235783582539852,0.5235783582539852
47,angus,126.27226006168242,-126.27226006168242,-0.3812106740260459,0.3812106740260459
48,angus,135.46666856627678,-135.46666856627678,-0.5742148396975876,0.5742148396975876
49,angus,136.4529977435393,-136.4529977435393,-0.5949193406820638,0.5949193406820638
50,angus,137.17683388674678,-137.17683388674678,-0.6101137265778892,0.6101137265778892
51,angus,136.71252876440346,-136.71252876440346,-0.600367278754724,0.600367278754724
52,angus,135.79228215470485,-135.79228215470485,-0.5810499481153257,0.5810499481153257
53,angus,135.28008764241298,-135.28008764241298,-0.570298231519632,0.570298231519632
54,angus,127.23308731838185,-127.23308731838185,-0.40137985216742234,0.40137985216742234
55,angus,135.48150615200584,-135.48150615200584,-0.5745263024581104,0.5745263024581104
56,angus,137.01952142081586,-137.01952142081586,-0.6068115064055358,0.6068115064055358
57,angus,137.29658901589576,-137.29658901589576,-0.6126275629790822,0.6126275629790822
58,angus,125.39363564265643,-125.39363564265643,-0.36276705442310836,0.36276705442310836
59,angus,125.15033564817342,-125.15033564817342,-0.3576598294809471,0.3576598294809471
0,annie_hall,0.0,-0.0,2.2694298961081754,-2.2694298961081754
1,annie_hall,41.737529632976816,-41.737529632976816,1.3932977251285346,-1.3932977251285346
2,annie_hall,44.22217270855632,-44.22217270855632,1.3411414103907056,-1.3411414103907056
3,annie_hall,44.1084024394915,-44.1084024394915,1.3435296157709766,-1.3435296157709766
4,annie_hall,40.3171766030544,-40.3171766030544,1.4231130255214028,-1.4231130255214028
5,annie_hall,51.85052403456928,-51.85052403456928,1.1810110896212038,-1.1810110896212038
6,annie_hall,59.73311502916154,-59.73311502916154,1.01554390405064,-1.01554390405064
7,annie_hall,41.00525208379624,-41.00525208379624,1.4086693085587223,-1.4086693085587223
8,annie_hall,55.71284248978161,-55.71284248978161,1.0999353411776187,-1.0999353411776187
9,annie_hall,30.74412159805417,-30.74412159805417,1.6240655384801856,-1.6240655384801856
10,annie_hall,48.151859016812324,-48.151859016812324,1.2586515115683026,-1.2586515115683026
11,annie_hall,45.15143439780071,-45.15143439780071,1.3216348399643947,-1.3216348399643947
12,annie_hall,40.18154406133279,-40.18154406133279,1.4259601521788499,-1.4259601521788499
13,annie_hall,47.311214742523326,-47.311214742523326,1.2762978720388682,-1.2762978720388682
14,annie_hall,45.64829574949687,-45.64829574949687,1.311204988974999,-1.311204988974999
15,annie_hall,57.935932437034076,-57.935932437034076,1.0532694115239762,-1.0532694115239762
16,annie_hall,47.300307805889474,-47.300307805889474,1.276526824690254,-1.276526824690254
17,annie_hall,55.367105132253684,-55.367105132253684,1.1071928771243646,-1.1071928771243646
18,annie_hall,45.80911856237459,-45.80911856237459,1.3078290814541504,-1.3078290814541504
19,annie_hall,43.194491308758145,-43.194491308758145,1.3627139553831427,-1.3627139553831427
20,annie_hall,46.980998444067204,-46.980998444067204,1.283229598113778,-1.283229598113778
21,annie_hall,53.0671342316463,-53.0671342316463,1.1554726511325282,-1.1554726511325282
22,annie_hall,48.37338849720126,-48.37338849720126,1.2540012817560475,-1.2540012817560475
23,annie_hall,43.17659036184735,-43.17659036184735,1.3630897226031355,-1.3630897226031355
24,annie_hall,48.64830099944263,-48.64830099944263,1.248230463752773,-1.248230463752773
25,annie_hall,44.216120225612926,-44.216120225612926,1.3412684609149614,-1.3412684609149614
26,annie_hall,53.258476323876884,-53.258476323876884,1.1514560990236724,-1.1514560990236724
27,annie_hall,46.90777106901004,-46.90777106901004,1.2847667484829577,-1.2847667484829577
28,annie_hall,48.591903514309905,-48.591903514309905,1.249414329964349,-1.249414329964349
29,annie_hall,46.284519727939795,-46.284519727939795,1.2978497113540137,-1.2978497113540137
30,annie_hall,49.34328175112718,-49.34328175112718,1.2336417949907064,-1.2336417949907064
31,annie_hall,48.42842493884932,-48.42842493884932,1.2528459858502254,-1.2528459858502254
32,annie_hall,37.28276586393911,-37.28276586393911,1.4868097725949168,-1.4868097725949168
33,annie_hall,57.18667277890769,-57.18667277890769,1.0689974744130426,-1.0689974744130426
34,annie_hall,45.3624505552451,-45.3624505552451,1.3172053002729163,-1.3172053002729163
35,annie_hall,48.612724997563426,-48.612724997563426,1.248977256388449,-1.248977256388449
36,annie_hall,59.066878444367205,-59.066878444367205,1.029529190447675,-1.029529190447675
37,annie_hall,48.129699566327716,-48.129699566327716,1.2591166710454331,-1.2591166710454331
38,annie_hall,50.476781621375046,-50.476781621375046,1.2098479645733746,-1.2098479645733746
39,annie_hall,46.09687496205734,-46.09687496205734,1.3017886511415682,-1.3017886511415682
40,annie_hall,59.09195752336387,-59.09195752336387,1.0290027436713391,-1.0290027436713391
41,annie_hall,52.04944811077425,-52.04944811077425,1.1768353805105267,-1.1768353805105267
42,annie_hall,51.62412741623985,-51.62412741623985,1.185763487821664,-1.185763487821664
43,annie_hall,53.622055859963226,-53.622055859963226,1.143824029491138,-1.143824029491138
44,annie_hall,41.87476574642167,-41.87476574642167,1.3904169371406836,-1.3904169371406836
45,annie_hall,41.861784574019545,-41.861784574019545,1.3906894310534414,-1.3906894310534414
46,annie_hall,41.75212676919948,-41.75212676919948,1.392991309757014,-1.392991309757014
47,annie_hall,45.38126497565061,-45.38126497565061,1.3168103578999355,-1.3168103578999355
48,annie_hall,47.101168070378726,-47.101168070378726,1.2807070608071391,-1.2807070608071391
49,annie_hall,42.583383169518754,-42.583383169518754,1.3755420145769506,-1.3755420145769506
50,annie_hall,50.65759879805553,-50.65759879805553,1.2060523459311465,-1.2060523459311465
51,annie_hall,47.894048159217206,-47.894048159217206,1.2640633408824282,-1.2640633408824282
52,annie_hall,63.073753638216594,-63.073753638216594,0.9454189833198904,-0.9454189833198904
53,annie_hall,48.13811253111784,-48.13811253111784,1.2589400705333578,-1.2589400705333578
54,annie_hall,43.572309920833256,-43.572309920833256,1.3547829866903442,-1.3547829866903442
55,annie_hall,54.411743962741966,-54.411743962741966,1.1272473140513797,-1.1272473140513797
56,annie_hall,44.858996844268006,-44.858996844268006,1.327773534585414,-1.327773534585414
57,annie_hall,46.330785112250474,-46.330785112250474,1.2968785328498291,-1.2968785328498291
58,annie_hall,55.73209457596501,-55.73209457596501,1.0995312115558593,-1.0995312115558593
59,annie_hall,50.468869802022134,-50.468869802022134,1.210014045305201,-1.210014045305201
0,belle_epoque,0.0,-0.0,2.2694298961081754,-2.2694298961081754
1,belle_epoque,41.30023828605781,-41.30023828605781,1.402477114050107,-1.402477114050107
2,belle_epoque,53.95229037627099,-53.95229037627099,1.1368919209967114,-1.1368919209967114
3,belle_epoque,81.6774366550309,-81.6774366550309,0.554900298264306,-0.554900298264306
4,belle_epoque,79.81133057713001,-79.81133057713001,0.5940726111368396,-0.5940726111368396
5,belle_epoque,85.89214044631801,-85.89214044631801,0.4664274630206277,-0.4664274630206277
6,belle_epoque,82.8497587172545,-82.8497587172545,0.5302915329038431,-0.5302915329038431
7,belle_epoque,83.00874198844005,-83.00874198844005,0.5269542400703164,-0.5269542400703164
8,belle_epoque,84.17065099244469,-84.17065099244469,0.5025640601264831,-0.5025640601264831
9,belle_epoque,84.8241258756539,-84.8241258756539,0.4888466606267677,-0.4888466606267677
10,belle_epoque,83.69588855965539,-83.69588855965539,0.512530022285648,-0.512530022285648
11,belle_epoque,101.41416280012335,-101.41416280012335,0.14059737047750911,-0.14059737047750911
12,belle_epoque,102.15764936675062,-102.15764936675062,0.12499049327511035,-0.12499049327511035
13,belle_epoque,101.11377854385044,-101.11377854385044,0.1469028780839907,-0.1469028780839907
14,belle_epoque,86.81748202555686,-86.81748202555686,0.44700318147245216,-0.44700318147245216
15,belle_epoque,114.44994731410841,-114.44994731410841,-0.13304293087939564,0.13304293087939564
16,belle_epoque,89.67261310375028,-89.67261310375028,0.3870697783226732,-0.3870697783226732
17,belle_epoque,88.58194424125703,-88.58194424125703,0.40996452285400997,-0.40996452285400997
18,belle_epoque,89.33363624390356,-89.33363624390356,0.3941854014738508,-0.3941854014738508
19,belle_epoque,93.7582691646829,-93.7582691646829,0.301305844855159,-0.301305844855159
