antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'Beverage'}),frozenset({'Dating'}),0.2703786902350703,0.3642472227336893,0.15138525747253423,0.5599008462572187,1.5371451347113685,0.052900570468037394,1.4445671432439982
frozenset({'Home Decor'}),frozenset({'Crowd'}),0.39606456760572023,0.6537629656907874,0.2523022156754434,0.6370229409832204,0.9743943514911725,-0.006630130647511612,0.9538813148331969
frozenset({'Table'}),frozenset({'Accessory'}),0.4291978150125821,0.5887190818142761,0.258663229607807,0.6026666971737128,1.0236914613272834,0.005986286036906152,1.0351030614857233
frozenset({'Interior Design'}),frozenset({'Accessories'}),0.43603510710120913,0.5887190818142761,0.258857177929172,0.5936613215620917,1.0083949032747248,0.0021549900377585973,1.0121628582511886
frozenset({'Alcohol'}),frozenset({'Coat'}),0.19487632725710427,0.8020131344749278,0.16273246179340822,0.8350550530373656,1.0411987249860566,0.006439087734976201,1.200320889914396
frozenset({'Home Decor'}),frozenset({'Furniture'}),0.39606456760572023,0.7795274044068005,0.34790155281409196,0.8783960527376076,1.126831523525518,0.03915836845090315,1.813038150130703
frozenset({'Glass'}),frozenset({'Table'}),0.21683913337015898,0.4291978150125821,0.14086294727797213,0.6496195824464471,1.5135668442939378,0.04779606502627802,1.6290927129230197
frozenset({'Tie'}),frozenset({'Furniture'}),0.3526103234517891,0.7795274044068005,0.28178972564905175,0.7991533625293294,1.0251767391519273,0.006920315441636238,1.097716139885065
frozenset({'Vehicle'}),frozenset({'Face'}),0.4322739826919536,0.9426796783894924,0.4016522432946664,0.9291612712692247,0.9856595963293034,-0.005843655685529414,0.8091664353316552
frozenset({'Apparel'}),frozenset({'Overcoat'}),0.992968759590008,0.6714490885656417,0.6714490885656417,0.6762036389169784,1.007081028826018,0.004721119964775089,1.0146837670918658
frozenset({'City'}),frozenset({'Person'}),0.17786534094396367,0.9999852697477444,0.17785797581783588,0.9999585915609601,0.9999733214202335,-4.745124788152477e-06,0.35573068188918916
frozenset({'Animal'}),frozenset({'Photography'}),0.19679862517645616,0.6151426993187258,0.13004112195421347,0.6607826748668305,1.0741941269865534,0.008981884440954074,1.1345449426269352
frozenset({'Hair'}),frozenset({'Woman'}),0.6232443380592892,0.4731872583317989,0.3642521328177745,0.5844451534882988,1.2351244527351282,0.06934085322068262,1.2677333596044758
frozenset({'Woman'}),frozenset({'Hair'}),0.4731872583317989,0.6232443380592892,0.3642521328177745,0.7697843219657469,1.2351244527351282,0.06934085322068262,1.6365334679102712
frozenset({'Teen'}),frozenset({'Face'}),0.23433376296569078,0.9426796783894924,0.22866016080525378,0.9757883708748035,1.0351218905470363,0.007758484496956847,2.367470661065747
frozenset({'Computer'}),frozenset({'Apparel'}),0.12153685631866445,0.992968759590008,0.12070214202418217,0.9931320068679932,1.0001644032366663,1.984056096890341e-05,1.0237692838137016
frozenset({'Town'}),frozenset({'People'}),0.17786534094396367,0.6666838519609648,0.12000491008408519,0.6746953029027316,1.0120168666425655,0.0014249594532131787,1.0246275292464386
frozenset({'Overcoat'}),frozenset({'Crowd'}),0.6714490885656417,0.6537629656907874,0.48021113361566314,0.7151862170838543,1.0939533968984694,0.04124258616461307,1.2156610918339967
frozenset({'Crowd'}),frozenset({'Overcoat'}),0.6537629656907874,0.6714490885656417,0.48021113361566314,0.7345340112807649,1.0939533968984694,0.04124258616461307,1.237638437298436
frozenset({'Shaking Hands'}),frozenset({'Clothing'}),0.13494875099736084,0.992968759590008,0.13456085435463083,0.9971256003492941,1.0041862754685278,0.0005609604685605785,2.446159638331878
frozenset({'Transportation'}),frozenset({'Head'}),0.43678634996624316,0.6164487816853864,0.2529012459338366,0.5790044628303562,0.9392580211568324,-0.016355167359660805,0.9110576822101996
frozenset({'Urban'}),frozenset({'Vehicle'}),0.2573988829558706,0.4322739826919536,0.15274535076413184,0.5934188564070771,1.372784114166682,0.041478510488337644,1.396341237793519
frozenset({'Military'}),frozenset({'Person'}),0.12134045295525686,0.9999852697477444,0.12133554287117167,0.9999595346484572,0.9999742645216227,-3.122708604350044e-06,0.3640213588667132
frozenset({'Food'}),frozenset({'Table'}),0.3389259191063647,0.4291978150125821,0.21435954090713805,0.6324672408422852,1.473603123594057,0.06889327697555517,1.5530647833829598
frozenset({'Drink'}),frozenset({'Indoors'}),0.2703786902350703,0.9037721720984472,0.25366476400908367,0.9381832709839103,1.0380749706041124,0.00930402784620099,1.5566632112887528
frozenset({'Fashion'}),frozenset({'Evening Dress'}),0.35914810041121953,0.21038482784017676,0.21038482784017676,0.585788502289972,2.784366668945246,0.1348255165660358,1.9063091597534543
