antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'Food Court'}),frozenset({'Clothing'}),0.023502132018742534,0.4783266334074208,0.011786199015536186,0.5014948859166012,1.0484360495340566,0.0005445033291143191,1.0464754560277278
frozenset({'Display'}),frozenset({'Human'}),0.03638300154215406,0.7514913036564214,0.02916409332805722,0.8015856881479975,1.0666599656547444,0.0018225840682102729,1.2524736447889988
frozenset({'Leisure Activities'}),frozenset({'Clothing'}),0.0480508578000821,0.4783266334074208,0.027333478796306227,0.5688447625644578,1.1892391575861447,0.004349473752454248,1.209943243866009
frozenset({'Evening Dress'}),frozenset({'Person'}),0.018783214559117755,0.7505223723285047,0.015902308053594476,0.846623351053357,1.1280454550964254,0.0018050853027301098,1.6265685121226245
frozenset({'Clothing'}),frozenset({'Human'}),0.4783266334074208,0.7514913036564214,0.382942370775256,0.8005875985773929,1.0653318204510032,0.023484065462326176,1.246204822622459
frozenset({'Human'}),frozenset({'Clothing'}),0.7514913036564214,0.4783266334074208,0.382942370775256,0.5095765831381273,1.0653318204510032,0.023484065462326176,1.063720345840476
frozenset({'Smile'}),frozenset({'Clothing'}),0.035643359307103155,0.4783266334074208,0.01980022263231275,0.5555094417929031,1.1613600477056036,0.0027510545716150393,1.1736433023387671
frozenset({'Animal'}),frozenset({'Person'}),0.04240368933546843,0.7505223723285047,0.032215117547642204,0.7597244025815454,1.0122608340434827,0.0003902000321055199,1.0382978144759942
frozenset({'Lamp'}),frozenset({'Person'}),0.06171204988147233,0.7505223723285047,0.04897171238272048,0.7935518667225985,1.0573327271518826,0.002655438304422851,1.2084276264018121
frozenset({'Blossom'}),frozenset({'Face'}),0.02011826879338464,0.42915151941006136,0.010443748358918791,0.5191176470588236,1.2096372110541174,0.0018099627383377503,1.1870855253858053
frozenset({'Lamp'}),frozenset({'Human'}),0.06171204988147233,0.7514913036564214,0.04927496569909135,0.7984658716366034,1.0625084651700223,0.002898896882353605,1.2330849288983938
frozenset({'Accessories'}),frozenset({'Apparel'}),0.1241045706191915,0.47903299174189445,0.07845015366067433,0.6321294475236903,1.319594805412244,0.018999969908119807,1.4161693692284731
frozenset({'Jacket'}),frozenset({'Human'}),0.05648647749083768,0.7514913036564214,0.04659746080820707,0.8249312557286893,1.0977256180010893,0.004148364199658361,1.4194920822557295
frozenset({'Beverage'}),frozenset({'Person'}),0.05607967426155969,0.7505223723285047,0.04654198764057825,0.8299261408599313,1.1057980034426895,0.00445293747438269,1.4668781488990121
frozenset({'Vegetation'}),frozenset({'Clothing'}),0.022921512864227573,0.4783266334074208,0.011653063413227022,0.5083898031623104,1.0628507125784128,0.0006890933322761597,1.0611524536070909
frozenset({'Hat'}),frozenset({'Face'}),0.05297687508552113,0.42915151941006136,0.02688599524410043,0.5075043630017453,1.1825761765900134,0.004150888807552013,1.1590934775975723
frozenset({'Musician'}),frozenset({'Apparel'}),0.02243704720026923,0.47903299174189445,0.012718148231700326,0.5668369869787374,1.183294254780999,0.0019700623855012592,1.2027042766750098
frozenset({'Kid'}),frozenset({'Female'}),0.04822837193649432,0.22176323312413784,0.02516262883643182,0.5217391304347826,2.3526854433201976,0.014467349147481403,1.627222330740439
frozenset({'Man'}),frozenset({'Face'}),0.2008979256733518,0.42915151941006136,0.11059130698481144,0.550485061576128,1.2827289120002636,0.02437565693576295,1.2699210455418828
frozenset({'Wood'}),frozenset({'Human'}),0.02444517586843244,0.7514913036564214,0.0193490408689317,0.7915279878971255,1.0532763107781866,0.0009787037874529128,1.1920482458861064
frozenset({'Chair'}),frozenset({'Person'}),0.050979841050883684,0.7505223723285047,0.04153830792045887,0.8147986942328618,1.0856421131124165,0.003276796674019561,1.3470619261463228
frozenset({'Hat'}),frozenset({'Apparel'}),0.05297687508552113,0.47903299174189445,0.033483603980754506,0.6320418848167539,1.319412014856174,0.008105933015400687,1.4158323645033886
frozenset({'Room'}),frozenset({'Apparel'}),0.2447919941124478,0.47903299174189445,0.13761043783122104,0.5621525259850133,1.1735152602764867,0.02034699653707095,1.1898367335111628
frozenset({'Woman'}),frozenset({'Female'}),0.12272143963964631,0.22176323312413784,0.06362402505907892,0.5184426229508197,2.337820456741843,0.03640892183094223,1.6160831584485988
frozenset({'Shirt'}),frozenset({'Clothing'}),0.041212865337036476,0.4783266334074208,0.026749161430616012,0.6490488155061019,1.3569154844724407,0.007035950300877964,1.4864556372558688
